date,申万大盘市盈率,申万小盘市盈率
2018-07-13,11.810000,24.520000
2018-07-16,11.700000,24.560000
2018-07-17,11.580000,24.590000
2018-07-18,11.540000,24.460000
2018-07-19,11.510000,24.190000
2018-07-20,11.790000,24.430000
2018-07-23,11.920000,24.590000
2018-07-24,12.090000,24.980000
2018-07-25,12.070000,25.000000
2018-07-26,11.950000,24.800000
2018-07-27,11.910000,24.660000
2018-07-30,11.920000,24.300000
2018-07-31,11.930000,24.190000
2018-08-01,11.690000,23.790000
2018-08-02,11.450000,23.210000
2018-08-03,11.330000,22.820000
2018-08-06,11.230000,22.320000
2018-08-07,11.550000,22.890000
2018-08-08,11.390000,22.490000
2018-08-09,11.610000,22.970000
2018-08-10,11.590000,23.070000
2018-08-13,11.510000,23.150000
2018-08-14,11.480000,23.010000
2018-08-15,11.230000,22.460000
2018-08-16,11.180000,22.160000
2018-08-17,11.040000,21.750000
2018-08-20,11.190000,21.720000
2018-08-21,11.350000,21.790000
2018-08-22,11.220000,21.470000
2018-08-23,11.250000,21.600000
2018-08-24,11.300000,21.460000
2018-08-27,11.470000,21.830000
2018-08-28,11.410000,21.770000
2018-08-29,11.310000,21.620000
2018-08-30,11.170000,21.200000
2018-08-31,11.090000,20.830000
2018-09-03,11.060000,20.810000
2018-09-04,11.190000,21.050000
2018-09-05,10.970000,20.710000
2018-09-06,10.890000,20.610000
2018-09-07,10.930000,20.660000
2018-09-10,10.810000,20.270000
2018-09-11,10.790000,20.260000
2018-09-12,10.730000,20.230000
2018-09-13,10.870000,20.390000
2018-09-14,10.880000,20.190000
2018-09-17,10.780000,19.860000
2018-09-18,10.970000,20.230000
2018-09-19,11.110000,20.450000
2018-09-20,11.110000,20.360000
2018-09-21,11.460000,20.620000
2018-09-25,11.360000,20.560000
2018-09-26,11.480000,20.670000
2018-09-27,11.450000,20.370000
2018-09-28,11.580000,20.530000
2018-10-08,11.100000,19.830000
2018-10-09,11.110000,19.830000
2018-10-10,11.120000,19.830000
2018-10-11,10.620000,18.400000
2018-10-12,10.800000,18.300000
2018-10-15,10.640000,18.030000
2018-10-16,10.600000,17.620000
2018-10-17,10.660000,17.750000
2018-10-18,10.380000,17.160000
2018-10-19,10.670000,17.530000
2018-10-22,11.080000,18.370000
2018-10-23,10.780000,18.020000
2018-10-24,10.820000,17.970000
2018-10-25,10.830000,17.730000
2018-10-26,10.830000,17.780000
2018-10-29,10.540000,17.450000
2018-10-30,10.620000,17.490000
2018-10-31,10.600000,17.620000
2018-11-01,10.630000,17.740000
2018-11-02,10.930000,18.280000
2018-11-05,10.830000,18.420000
2018-11-06,10.780000,18.420000
2018-11-07,10.710000,18.370000
2018-11-08,10.690000,18.270000
2018-11-09,10.500000,18.220000
2018-11-12,10.590000,18.740000
2018-11-13,10.660000,19.080000
2018-11-14,10.540000,19.080000
2018-11-15,10.660000,19.420000
2018-11-16,10.690000,19.630000
2018-11-19,10.810000,19.720000
2018-11-20,10.590000,19.210000
2018-11-21,10.600000,19.320000
2018-11-22,10.570000,19.340000
2018-11-23,10.370000,18.550000
2018-11-26,10.360000,18.500000
2018-11-27,10.340000,18.620000
2018-11-28,10.450000,18.860000
2018-11-29,10.340000,18.430000
2018-11-30,10.440000,18.570000
2018-12-03,10.700000,19.130000
2018-12-04,10.720000,19.310000
2018-12-05,10.660000,19.200000
2018-12-06,10.470000,18.870000
2018-12-07,10.450000,18.870000
2018-12-10,10.350000,18.650000
2018-12-11,10.390000,18.820000
2018-12-12,10.440000,18.830000
2018-12-13,10.580000,19.010000
2018-12-14,10.430000,18.550000
2018-12-17,10.550000,19.920000
2018-12-18,10.450000,19.800000
2018-12-19,10.340000,19.540000
2018-12-20,10.250000,19.610000
2018-12-21,10.150000,19.480000
2018-12-24,10.170000,19.670000
2018-12-25,10.100000,19.490000
2018-12-26,10.070000,19.410000
2018-12-27,10.030000,19.130000
2018-12-28,10.090000,19.170000
2019-01-02,9.940000,19.080000
2019-01-03,9.950000,18.930000
2019-01-04,10.150000,19.430000
2019-01-07,10.190000,19.800000
2019-01-08,10.160000,19.760000
2019-01-09,10.260000,19.790000
2019-01-10,10.220000,19.740000
2019-01-11,10.290000,19.900000
2019-01-14,10.200000,19.770000
2019-01-15,10.360000,19.980000
2019-01-16,10.370000,19.970000
2019-01-17,10.330000,19.800000
2019-01-18,10.520000,19.950000
2019-01-21,10.580000,20.060000
2019-01-22,10.450000,19.850000
2019-01-23,10.450000,19.880000
2019-01-24,10.500000,20.000000
2019-01-25,10.590000,19.890000
2019-01-28,10.630000,19.730000
2019-01-29,10.670000,19.410000
2019-01-30,10.610000,19.080000
2019-01-31,10.740000,18.810000
2019-02-01,10.860000,19.360000
2019-02-11,10.990000,19.900000
2019-02-12,11.040000,20.150000
2019-02-13,11.270000,20.480000
2019-02-14,11.250000,20.570000
2019-02-15,11.040000,20.510000
2019-02-18,11.350000,21.190000
2019-02-19,11.340000,21.250000
2019-02-20,11.380000,21.250000
2019-02-21,11.340000,21.120000
2019-02-22,11.540000,21.540000
2019-02-25,12.210000,22.620000
2019-02-26,12.060000,22.620000
2019-02-27,12.100000,22.560000
2019-02-28,12.060000,23.310000
2019-03-01,12.320000,23.520000
2019-03-04,12.440000,24.030000
2019-03-05,12.480000,24.690000
2019-03-06,12.600000,25.010000
2019-03-07,12.480000,25.380000
2019-03-08,11.970000,24.340000
2019-03-11,12.150000,25.400000
2019-03-12,12.240000,25.970000
2019-03-13,12.110000,25.460000
2019-03-14,12.030000,24.780000
2019-03-15,12.150000,25.190000
2019-03-18,12.460000,25.770000
2019-03-19,12.430000,25.840000
2019-03-20,12.410000,25.800000
2019-03-21,12.410000,26.160000
2019-03-22,12.390000,26.290000
2019-03-25,12.090000,26.230000
2019-03-26,11.960000,25.540000
2019-03-27,12.080000,25.810000
2019-03-28,12.090000,25.470000
2019-03-29,12.500000,26.310000
2019-04-01,12.830000,27.860000
2019-04-02,12.820000,28.010000
2019-04-03,12.980000,28.270000
2019-04-04,13.130000,28.360000
2019-04-08,13.120000,28.250000
2019-04-09,13.120000,28.300000
2019-04-10,13.130000,28.200000
2019-04-11,12.890000,27.550000
2019-04-12,12.870000,27.480000
2019-04-15,12.800000,27.310000
2019-04-16,13.170000,27.900000
2019-04-17,13.200000,28.050000
2019-04-18,13.140000,27.900000
2019-04-19,13.230000,28.100000
2019-04-22,12.940000,27.720000
2019-04-23,12.900000,27.230000
2019-04-24,12.910000,27.540000
2019-04-25,12.660000,26.370000
2019-04-26,12.430000,25.970000
2019-04-29,12.400000,24.790000
2019-04-30,12.270000,25.030000
2019-05-06,11.620000,23.150000
2019-05-07,11.690000,23.470000
2019-05-08,11.530000,23.390000
2019-05-09,11.340000,23.130000
2019-05-10,11.680000,24.030000
2019-05-13,11.510000,23.890000
2019-05-14,11.450000,23.710000
2019-05-15,11.670000,24.220000
2019-05-16,11.720000,24.390000
2019-05-17,11.460000,23.550000
2019-05-20,11.420000,23.450000
2019-05-21,11.540000,23.920000
2019-05-22,11.500000,23.810000
2019-05-23,11.340000,23.290000
2019-05-24,11.370000,23.030000
2019-05-27,11.480000,23.680000
2019-05-28,11.580000,23.670000
2019-05-29,11.560000,23.760000
2019-05-30,11.520000,23.630000
2019-05-31,11.480000,23.610000
2019-06-03,11.480000,23.280000
2019-06-04,11.410000,22.890000
2019-06-05,11.420000,22.900000
2019-06-06,11.340000,22.370000
2019-06-10,11.460000,22.670000
2019-06-11,11.720000,23.490000
2019-06-12,11.640000,23.390000
2019-06-13,11.620000,23.480000
2019-06-14,11.540000,22.980000
2019-06-17,11.770000,22.980000
2019-06-18,11.800000,22.980000
2019-06-19,11.920000,23.320000
2019-06-20,12.240000,23.700000
2019-06-21,12.260000,24.070000
2019-06-24,12.290000,24.080000
2019-06-25,12.170000,23.850000
2019-06-26,12.150000,23.870000
2019-06-27,12.250000,24.090000
2019-06-28,12.220000,23.780000
2019-07-01,12.500000,24.480000
2019-07-02,12.490000,24.510000
2019-07-03,12.390000,24.280000
2019-07-04,12.350000,24.160000
2019-07-05,12.390000,24.250000
2019-07-08,12.110000,23.490000
2019-07-09,12.070000,23.540000
2019-07-10,12.010000,23.330000
2019-07-11,12.020000,23.320000
2019-07-12,12.100000,23.400000
2019-07-15,12.130000,23.620000
2019-07-16,12.080000,23.670000
2019-07-17,12.070000,23.670000
2019-07-18,11.970000,23.250000
2019-07-19,12.070000,23.360000
2019-07-22,11.980000,22.730000
2019-07-23,12.010000,22.980000
2019-07-24,12.100000,23.260000
2019-07-25,12.160000,23.290000
2019-07-26,12.180000,23.310000
2019-07-29,12.160000,23.330000
2019-07-30,12.220000,23.400000
2019-07-31,12.140000,23.200000
2019-08-01,12.040000,23.060000
2019-08-02,11.860000,22.710000
2019-08-05,11.640000,22.440000
2019-08-06,11.520000,21.880000
2019-08-07,11.470000,21.840000
2019-08-08,11.600000,22.000000
2019-08-09,11.520000,21.770000
2019-08-12,11.690000,22.120000
2019-08-13,11.580000,22.020000
2019-08-14,11.630000,22.190000
2019-08-15,11.650000,22.270000
2019-08-16,11.610000,22.370000
2019-08-19,11.820000,23.030000
2019-08-20,11.800000,23.060000
2019-08-21,11.770000,23.050000
2019-08-22,11.790000,23.080000
2019-08-23,11.820000,23.080000
2019-08-26,11.640000,23.000000
2019-08-27,11.830000,23.520000
2019-08-28,11.770000,23.380000
2019-08-29,11.700000,23.640000
2019-08-30,11.700000,23.250000
2019-09-02,11.770000,23.820000
2019-09-03,11.790000,23.990000
2019-09-04,11.900000,24.160000
2019-09-05,12.020000,24.360000
2019-09-06,12.080000,24.470000
2019-09-09,12.140000,25.030000
2019-09-10,12.100000,25.090000
2019-09-11,12.060000,24.880000
2019-09-12,12.160000,24.980000
2019-09-16,12.130000,25.110000
2019-09-17,11.950000,24.540000
2019-09-18,11.980000,24.550000
2019-09-19,12.020000,24.830000
2019-09-20,12.050000,24.870000
2019-09-23,11.920000,24.620000
2019-09-24,11.950000,24.760000
2019-09-25,11.860000,24.300000
2019-09-26,11.800000,23.550000
2019-09-27,11.820000,23.740000
2019-09-30,11.720000,23.500000
2019-10-08,11.780000,23.520000
2019-10-09,11.810000,23.740000
2019-10-10,11.890000,24.120000
2019-10-11,12.010000,24.140000
2019-10-14,12.140000,24.500000
2019-10-15,12.100000,24.150000
2019-10-16,12.050000,24.070000
2019-10-17,12.060000,24.060000
2019-10-18,11.900000,23.720000
2019-10-21,11.960000,23.540000
2019-10-22,11.990000,23.750000
2019-10-23,11.920000,23.560000
2019-10-24,11.930000,23.460000
2019-10-25,11.940000,23.570000
2019-10-28,11.970000,23.840000
2019-10-29,11.880000,23.650000
2019-10-30,11.770000,23.300000
2019-10-31,11.670000,23.090000
2019-11-01,11.810000,23.330000
2019-11-04,11.890000,23.510000
2019-11-05,11.960000,23.580000
2019-11-06,11.930000,23.390000
2019-11-07,11.930000,23.540000
2019-11-08,11.860000,23.490000
2019-11-11,11.660000,22.870000
2019-11-12,11.680000,22.930000
2019-11-13,11.640000,22.880000
2019-11-14,11.640000,23.040000
2019-11-15,11.580000,22.780000
2019-11-18,11.660000,22.940000
2019-11-19,11.740000,23.350000
2019-11-20,11.640000,23.250000
2019-11-21,11.600000,23.200000
2019-11-22,11.510000,22.860000
2019-11-25,11.610000,22.720000
2019-11-26,11.640000,22.720000
2019-11-27,11.600000,22.710000
2019-11-28,11.550000,22.670000
2019-11-29,11.460000,22.620000
2019-12-02,11.480000,22.680000
2019-12-03,11.510000,22.810000
2019-12-04,11.490000,22.870000
2019-12-05,11.570000,23.170000
2019-12-06,11.620000,23.330000
2019-12-09,11.600000,23.390000
2019-12-10,11.600000,23.510000
2019-12-11,11.630000,23.410000
2019-12-12,11.600000,23.420000
2019-12-13,11.830000,23.750000
2019-12-16,12.010000,23.990000
2019-12-17,12.170000,24.310000
2019-12-18,12.150000,24.310000
2019-12-19,12.140000,24.390000
2019-12-20,12.120000,24.140000
2019-12-23,11.960000,23.620000
2019-12-24,12.020000,24.000000
2019-12-25,12.010000,24.130000
2019-12-26,12.110000,24.320000
2019-12-27,12.110000,24.130000
2019-12-30,12.260000,24.290000
2019-12-31,12.300000,24.510000
2020-01-02,12.450000,24.960000
2020-01-03,12.440000,25.070000
2020-01-06,12.400000,25.290000
2020-01-07,12.470000,25.680000
2020-01-08,12.320000,25.330000
2020-01-09,12.420000,25.810000
2020-01-10,12.430000,25.800000
2020-01-13,12.530000,26.150000
2020-01-14,12.490000,26.080000
2020-01-15,12.420000,26.120000
2020-01-16,12.340000,26.090000
2020-01-17,12.350000,26.040000
2020-01-20,12.420000,26.380000
2020-01-21,12.230000,26.130000
2020-01-22,12.280000,26.280000
2020-01-23,11.960000,25.340000
2020-02-03,11.040000,23.150000
2020-02-04,11.290000,23.280000
2020-02-05,11.400000,23.810000
2020-02-06,11.580000,24.530000
2020-02-07,11.570000,24.830000
2020-02-10,11.610000,25.170000
2020-02-11,11.710000,25.060000
2020-02-12,11.780000,25.570000
2020-02-13,11.710000,25.340000
2020-02-14,11.780000,25.450000
2020-02-17,12.030000,26.340000
2020-02-18,11.960000,26.900000
2020-02-19,11.960000,26.670000
2020-02-20,12.190000,27.120000
2020-02-21,12.240000,27.580000
2020-02-24,12.170000,28.140000
2020-02-25,12.080000,28.180000
2020-02-26,11.980000,27.300000
2020-02-27,11.980000,27.330000
2020-02-28,11.570000,25.800000
2020-03-02,11.880000,26.780000
2020-03-03,11.940000,27.230000
2020-03-04,12.000000,27.350000
2020-03-05,12.250000,27.760000
2020-03-06,12.070000,27.520000
2020-03-09,11.700000,26.470000
2020-03-10,11.910000,27.090000
2020-03-11,11.780000,26.660000
2020-03-12,11.590000,26.090000
2020-03-13,11.440000,25.840000
2020-03-16,11.070000,24.640000
2020-03-17,11.020000,24.580000
2020-03-18,10.820000,24.220000
2020-03-19,10.660000,24.590000
2020-03-20,10.840000,24.840000
2020-03-23,10.500000,23.760000
2020-03-24,10.780000,24.220000
2020-03-25,11.040000,24.850000
2020-03-26,10.940000,24.650000
2020-03-27,10.960000,24.540000
2020-03-30,10.880000,24.030000
2020-03-31,10.850000,24.230000
2020-04-01,10.810000,24.080000
2020-04-02,10.980000,24.670000
2020-04-03,10.920000,24.550000
2020-04-07,11.130000,25.350000
2020-04-08,11.070000,25.490000
2020-04-09,11.100000,25.750000
2020-04-10,11.030000,25.130000
2020-04-13,10.990000,24.960000
2020-04-14,11.170000,25.600000
2020-04-15,11.100000,25.460000
2020-04-16,11.110000,25.740000
2020-04-17,11.200000,25.800000
2020-04-20,11.250000,26.430000
2020-04-21,11.130000,26.430000
2020-04-22,11.200000,26.530000
2020-04-23,11.160000,26.430000
2020-04-24,11.150000,26.100000
2020-04-27,11.240000,26.220000
2020-04-28,11.280000,26.110000
2020-04-29,11.400000,26.670000
2020-04-30,11.770000,27.890000
2020-05-06,11.800000,28.490000
2020-05-07,11.760000,28.520000
2020-05-08,11.860000,28.820000
2020-05-11,11.870000,28.770000
2020-05-12,11.850000,28.930000
2020-05-13,11.870000,29.210000
2020-05-14,11.750000,28.920000
2020-05-15,11.720000,29.040000
2020-05-18,11.750000,28.950000
2020-05-19,11.840000,29.340000
2020-05-20,11.790000,28.970000
2020-05-21,11.730000,28.590000
2020-05-22,11.490000,28.100000
2020-05-25,11.500000,28.080000
2020-05-26,11.600000,28.780000
2020-05-27,11.550000,28.550000
2020-05-28,11.590000,28.490000
2020-05-29,11.600000,28.830000
2020-06-01,11.860000,29.680000
2020-06-02,11.910000,29.680000
2020-06-03,11.920000,29.640000
2020-06-04,11.890000,29.720000
2020-06-05,11.950000,29.760000
2020-06-08,12.000000,29.670000
2020-06-09,12.080000,29.890000
2020-06-10,12.040000,29.970000
2020-06-11,11.920000,29.850000
2020-06-12,11.930000,29.920000
2020-06-15,11.920000,30.140000
2020-06-16,12.070000,30.720000
2020-06-17,12.070000,30.840000
2020-06-18,12.130000,30.690000
2020-06-19,12.270000,30.900000
2020-06-22,12.270000,31.110000
2020-06-23,12.300000,31.220000
2020-06-24,12.370000,31.260000
2020-06-29,12.290000,31.230000
2020-06-30,12.380000,31.830000
2020-07-01,12.610000,31.940000
2020-07-02,12.900000,32.290000
2020-07-03,13.190000,32.610000
2020-07-06,14.000000,33.810000
2020-07-07,14.050000,34.280000
2020-07-08,14.250000,35.020000
2020-07-09,14.410000,36.100000
2020-07-10,14.050000,35.990000
2020-07-13,14.280000,37.210000
2020-07-14,14.150000,36.900000
2020-07-15,13.940000,35.930000
2020-07-16,13.340000,34.000000
2020-07-17,13.390000,34.100000
2020-07-20,13.760000,35.190000
2020-07-21,13.780000,35.470000
2020-07-22,13.820000,35.800000
2020-07-23,13.780000,35.810000
2020-07-24,13.230000,34.100000
2020-07-27,13.290000,34.090000
2020-07-28,13.380000,34.440000
2020-07-29,13.670000,35.420000
2020-07-30,13.580000,35.280000
2020-07-31,13.670000,35.660000
2020-08-03,13.870000,36.750000
2020-08-04,13.920000,36.480000
2020-08-05,13.900000,36.700000
2020-08-06,13.890000,36.660000
2020-08-07,13.750000,36.150000
2020-08-10,13.840000,36.180000
2020-08-11,13.730000,35.470000
2020-08-12,13.640000,34.750000
2020-08-13,13.600000,34.860000
2020-08-14,13.810000,35.160000
2020-08-17,14.150000,35.800000
2020-08-18,14.140000,36.060000
2020-08-19,13.940000,35.400000
2020-08-20,13.760000,34.620000
2020-08-21,13.840000,34.900000
2020-08-24,13.920000,35.260000
2020-08-25,13.920000,34.900000
2020-08-26,13.790000,33.870000
2020-08-27,13.840000,33.890000
2020-08-28,13.960000,34.300000
2020-08-31,14.450000,34.310000
2020-09-01,14.520000,34.450000
2020-09-02,14.510000,34.490000
2020-09-03,14.430000,34.090000
2020-09-04,14.300000,33.950000
2020-09-07,14.030000,33.230000
2020-09-08,14.140000,33.330000
2020-09-09,13.860000,32.270000
2020-09-10,13.860000,31.320000
2020-09-11,13.970000,31.850000
2020-09-14,14.020000,32.280000
2020-09-15,14.110000,32.490000
2020-09-16,14.040000,32.170000
2020-09-17,13.970000,32.250000
2020-09-18,14.290000,32.770000
2020-09-21,14.150000,32.730000
2020-09-22,14.000000,32.300000
2020-09-23,14.030000,32.550000
2020-09-24,13.800000,31.690000
2020-09-25,13.820000,31.510000
2020-09-28,13.870000,31.140000
2020-09-29,13.890000,31.490000
2020-09-30,13.870000,31.480000
2020-10-09,14.100000,32.430000
2020-10-12,14.500000,33.450000
2020-10-13,14.520000,33.520000
2020-10-14,14.440000,33.240000
2020-10-15,14.440000,32.960000
2020-10-16,14.460000,32.840000
2020-10-19,14.400000,32.520000
2020-10-20,14.410000,32.720000
2020-10-21,14.440000,32.230000
2020-10-22,14.400000,32.010000
2020-10-23,14.230000,31.400000
2020-10-26,14.130000,31.180000
2020-10-27,14.130000,31.220000
2020-10-28,14.160000,30.730000
2020-10-29,14.030000,30.350000
2020-10-30,13.920000,29.350000
2020-11-02,13.960000,28.970000
2020-11-03,14.130000,29.530000
2020-11-04,14.200000,29.490000
2020-11-05,14.380000,30.010000
2020-11-06,14.380000,29.720000
2020-11-09,14.630000,30.400000
2020-11-10,14.580000,30.120000
2020-11-11,14.480000,29.640000
2020-11-12,14.460000,29.700000
2020-11-13,14.300000,29.730000
2020-11-16,14.440000,29.980000
2020-11-17,14.420000,29.670000
2020-11-18,14.440000,29.630000
2020-11-19,14.530000,29.810000
2020-11-20,14.560000,30.030000
2020-11-23,14.750000,30.210000
2020-11-24,14.660000,30.210000
2020-11-25,14.510000,29.690000
2020-11-26,14.550000,29.510000
2020-11-27,14.780000,29.530000
2020-11-30,14.710000,29.450000
2020-12-01,15.000000,29.880000
2020-12-02,14.980000,30.010000
2020-12-03,14.950000,29.930000
2020-12-04,14.950000,30.130000
2020-12-07,14.800000,30.100000
2020-12-08,14.740000,30.110000
2020-12-09,14.580000,29.570000
2020-12-10,14.560000,29.630000
2020-12-11,14.450000,29.190000
2020-12-14,15.010000,29.080000
2020-12-15,15.010000,29.240000
2020-12-16,15.030000,29.060000
2020-12-17,15.200000,29.280000
2020-12-18,15.150000,29.160000
2020-12-21,15.270000,29.700000
2020-12-22,15.010000,29.080000
2020-12-23,15.140000,29.340000
2020-12-24,15.120000,28.920000
2020-12-25,15.230000,29.180000
2020-12-28,15.290000,28.990000
2020-12-29,15.220000,28.740000
2020-12-30,15.390000,28.950000
2020-12-31,15.660000,29.490000
2021-01-04,19.860000,28.300000
2021-01-05,20.240000,28.340000
2021-01-06,20.470000,28.070000
2021-01-07,20.870000,27.760000
2021-01-08,20.760000,27.780000
2021-01-11,20.570000,27.260000
2021-01-12,21.180000,27.600000
2021-01-13,21.080000,27.410000
2021-01-14,20.640000,27.310000
2021-01-15,20.640000,27.350000
2021-01-18,20.840000,27.780000
2021-01-19,20.350000,27.650000
2021-01-20,20.520000,27.800000
2021-01-21,20.860000,28.130000
2021-01-22,20.960000,28.000000
2021-01-25,21.180000,27.780000
2021-01-26,20.750000,27.210000
2021-01-27,20.840000,27.290000
2021-01-28,20.250000,26.790000
2021-01-29,20.140000,26.440000
2021-02-01,20.390000,26.580000
2021-02-02,20.700000,26.800000
2021-02-03,20.660000,26.420000
2021-02-04,20.410000,25.890000
2021-02-05,20.500000,25.410000
2021-02-08,20.840000,25.620000
2021-02-09,21.270000,26.260000
2021-02-10,21.760000,26.500000
2021-02-18,21.540000,27.100000
2021-02-19,21.540000,27.780000
2021-02-22,20.790000,27.960000
2021-02-23,20.730000,27.820000
2021-02-24,20.170000,27.660000
2021-02-25,20.300000,27.440000
2021-02-26,19.790000,27.030000
2021-03-01,20.100000,27.710000
2021-03-02,19.860000,27.490000
2021-03-03,20.250000,27.990000
2021-03-04,19.590000,27.630000
2021-03-05,19.510000,27.650000
2021-03-08,18.820000,27.200000
2021-03-09,18.410000,26.440000
2021-03-10,18.590000,26.140000
2021-03-11,19.610000,27.450000
2021-03-12,19.680000,27.430000
2021-03-15,19.190000,27.370000
2021-03-16,19.350000,27.590000
2021-03-17,19.430000,27.730000
2021-03-18,19.610000,27.810000
2021-03-19,19.050000,27.590000
2021-03-22,19.150000,28.090000
2021-03-23,18.980000,27.680000
2021-03-24,18.680000,27.260000
2021-03-25,18.690000,27.190000
2021-03-26,19.130000,27.590000
2021-03-29,18.990000,27.620000
2021-03-30,19.170000,27.310000
2021-03-31,18.910000,27.080000
2021-04-01,19.150000,27.290000
2021-04-02,19.360000,27.390000
2021-04-06,19.270000,27.580000
2021-04-07,19.110000,27.610000
2021-04-08,19.160000,27.510000
2021-04-09,18.850000,27.380000
2021-04-12,18.540000,26.810000
2021-04-13,18.500000,26.710000
2021-04-14,18.670000,27.020000
2021-04-15,18.530000,26.920000
2021-04-16,18.560000,27.180000
2021-04-19,19.030000,27.460000
2021-04-20,19.000000,27.700000
2021-04-21,19.040000,27.520000
2021-04-22,19.150000,27.530000
2021-04-23,19.340000,27.380000
2021-04-26,19.050000,27.090000
2021-04-27,19.090000,27.070000
2021-04-28,19.210000,27.180000
2021-04-29,19.260000,27.290000
2021-04-30,19.130000,27.160000
2021-05-06,17.690000,23.590000
2021-05-07,17.410000,23.410000
2021-05-10,17.400000,23.500000
2021-05-11,17.560000,23.520000
2021-05-12,17.660000,23.800000
2021-05-13,17.470000,23.570000
2021-05-14,17.890000,23.880000
2021-05-17,18.150000,23.850000
2021-05-18,18.160000,23.960000
2021-05-19,18.140000,23.950000
2021-05-20,18.220000,23.810000
2021-05-21,18.010000,23.820000
2021-05-24,18.110000,23.970000
2021-05-25,18.710000,24.250000
2021-05-26,18.680000,24.370000
2021-05-27,18.730000,24.550000
2021-05-28,18.690000,24.530000
2021-05-31,18.760000,24.870000
2021-06-01,18.790000,25.010000
2021-06-02,18.610000,24.730000
2021-06-03,18.480000,24.730000
2021-06-04,18.600000,24.810000
2021-06-07,18.540000,25.040000
2021-06-08,18.350000,24.940000
2021-06-09,18.430000,24.990000
2021-06-10,18.550000,25.230000
2021-06-11,18.470000,25.070000
2021-06-15,18.270000,24.910000
2021-06-16,17.950000,24.400000
2021-06-17,18.020000,24.690000
2021-06-18,18.030000,24.930000
2021-06-21,17.980000,25.280000
2021-06-22,18.100000,25.370000
2021-06-23,18.120000,25.540000
2021-06-24,18.250000,25.330000
2021-06-25,18.550000,25.470000
2021-06-28,18.620000,25.640000
2021-06-29,18.410000,25.420000
2021-06-30,18.560000,25.630000
2021-07-01,19.160000,23.920000
2021-07-02,18.580000,23.820000
2021-07-05,18.540000,24.130000
2021-07-06,18.550000,24.150000
2021-07-07,18.810000,24.430000
2021-07-08,18.610000,24.380000
2021-07-09,18.500000,24.650000
2021-07-12,18.790000,25.080000
2021-07-13,18.810000,25.300000
2021-07-14,18.560000,24.970000
2021-07-15,18.870000,25.030000
2021-07-16,18.570000,25.060000
2021-07-19,18.680000,24.950000
2021-07-20,18.660000,25.050000
2021-07-21,18.840000,25.500000
2021-07-22,18.850000,25.770000
2021-07-23,18.590000,25.630000
2021-07-26,17.970000,25.280000
2021-07-27,17.280000,24.570000
2021-07-28,17.400000,24.050000
2021-07-29,17.750000,24.790000
2021-07-30,17.550000,24.990000
2021-08-02,17.980000,25.430000
2021-08-03,18.010000,25.010000
2021-08-04,18.190000,25.530000
2021-08-05,18.110000,25.420000
2021-08-06,17.980000,25.600000
2021-08-09,18.170000,25.740000
2021-08-10,18.370000,25.870000
2021-08-11,18.300000,26.080000
2021-08-12,18.120000,26.270000
2021-08-13,18.010000,26.280000
2021-08-16,17.980000,26.050000
2021-08-17,17.600000,25.420000
2021-08-18,17.810000,25.590000
2021-08-19,17.700000,25.690000
2021-08-20,17.340000,25.730000
2021-08-23,17.600000,26.320000
2021-08-24,17.820000,26.520000
2021-08-25,17.870000,26.730000
2021-08-26,17.500000,26.520000
2021-08-27,17.600000,26.720000
2021-08-30,17.560000,26.950000
2021-08-31,17.490000,27.090000
2021-09-01,16.870000,24.510000
2021-09-02,16.830000,25.070000
2021-09-03,16.740000,24.900000
2021-09-06,17.070000,25.090000
2021-09-07,17.240000,25.660000
2021-09-08,17.120000,25.900000
2021-09-09,17.110000,26.020000
2021-09-10,17.270000,26.110000
2021-09-13,17.180000,26.220000
2021-09-14,16.980000,25.990000
2021-09-15,16.780000,26.200000
2021-09-16,16.570000,25.510000
2021-09-17,16.760000,25.390000
2021-09-22,16.620000,25.630000
2021-09-23,16.700000,25.760000
2021-09-24,16.720000,25.300000
2021-09-27,16.890000,24.430000
2021-09-28,16.890000,24.440000
2021-09-29,16.750000,23.530000
2021-09-30,16.900000,24.150000
2021-10-08,17.130000,24.220000
2021-10-11,17.120000,24.120000
2021-10-12,16.960000,23.520000
2021-10-13,17.200000,23.640000
2021-10-14,17.120000,23.760000
2021-10-15,17.250000,23.730000
2021-10-18,17.070000,24.050000
2021-10-19,17.220000,24.280000
2021-10-20,17.170000,24.390000
2021-10-21,17.310000,24.420000
2021-10-22,17.410000,24.200000
2021-10-25,17.480000,24.510000
2021-10-26,17.360000,24.450000
2021-10-27,17.150000,24.240000
2021-10-28,17.000000,23.700000
2021-10-29,17.180000,24.110000
2021-11-01,16.750000,23.620000
2021-11-02,16.750000,23.740000
2021-11-03,16.620000,23.800000
2021-11-04,16.800000,24.090000
2021-11-05,16.700000,23.780000
2021-11-08,16.740000,23.910000
2021-11-09,16.730000,24.240000
2021-11-10,16.620000,24.220000
2021-11-11,16.890000,24.410000
2021-11-12,16.820000,24.690000
2021-11-15,16.770000,24.560000
2021-11-16,16.790000,24.300000
2021-11-17,16.830000,24.730000
2021-11-18,16.670000,24.770000
2021-11-19,16.850000,25.050000
2021-11-22,16.980000,25.480000
2021-11-23,16.960000,25.490000
2021-11-24,16.960000,25.460000
2021-11-25,16.890000,25.390000
2021-11-26,16.780000,25.410000
2021-11-29,16.800000,25.560000
2021-11-30,16.730000,25.680000
