日期,yield_10y
2015-08-26,3.429000
2015-08-27,3.390200
2015-08-28,3.380300
2015-08-31,3.325200
2015-09-01,3.300200
2015-09-02,3.300200
2015-09-06,3.320300
2015-09-07,3.335300
2015-09-08,3.360300
2015-09-09,3.347800
2015-09-10,3.345300
2015-09-11,3.340400
2015-09-14,3.330300
2015-09-15,3.310400
2015-09-16,3.310300
2015-09-17,3.320400
2015-09-18,3.310500
2015-09-21,3.320400
2015-09-22,3.325500
2015-09-23,3.335400
2015-09-24,3.318000
2015-09-25,3.310100
2015-09-28,3.290600
2015-09-29,3.245700
2015-09-30,3.236200
2015-10-08,3.240900
2015-10-09,3.148600
2015-10-10,3.161200
2015-10-12,3.148800
2015-10-13,3.106400
2015-10-14,3.041400
2015-10-15,3.081400
2015-10-16,3.121600
2015-10-19,3.121400
2015-10-20,3.061500
2015-10-21,3.061600
2015-10-22,3.051600
2015-10-23,3.040000
2015-10-26,3.020000
2015-10-27,2.980000
2015-10-28,2.987000
2015-10-29,3.050000
2015-10-30,3.060000
2015-11-02,3.052500
2015-11-03,3.080000
2015-11-04,3.135100
2015-11-05,3.115000
2015-11-06,3.125000
2015-11-09,3.209900
2015-11-10,3.200100
2015-11-11,3.122600
2015-11-12,3.135100
2015-11-13,3.125100
2015-11-16,3.135200
2015-11-17,3.125200
2015-11-18,3.140200
2015-11-19,3.140200
2015-11-20,3.125100
2015-11-23,3.130200
2015-11-24,3.107700
2015-11-25,3.085300
2015-11-26,3.050300
2015-11-27,3.060300
2015-11-30,3.040400
2015-12-01,3.050400
2015-12-02,3.045400
2015-12-03,3.030400
2015-12-04,3.025400
2015-12-07,3.028000
2015-12-08,3.000500
2015-12-09,2.996800
2015-12-10,3.001800
2015-12-11,2.993100
2015-12-14,3.030600
2015-12-15,3.015700
2015-12-16,3.000700
2015-12-17,2.985700
2015-12-18,2.940800
2015-12-21,2.881100
2015-12-22,2.861000
2015-12-23,2.846000
2015-12-24,2.801000
2015-12-25,2.806100
2015-12-28,2.796100
2015-12-29,2.806100
2015-12-30,2.826100
2015-12-31,2.821200
2016-01-04,2.871000
2016-01-05,2.891100
2016-01-06,2.886100
2016-01-07,2.851100
2016-01-08,2.836200
2016-01-11,2.818700
2016-01-12,2.788700
2016-01-13,2.723700
2016-01-14,2.751300
2016-01-15,2.746400
2016-01-18,2.776400
2016-01-19,2.796400
2016-01-20,2.811400
2016-01-21,2.791400
2016-01-22,2.774100
2016-01-25,2.859000
2016-01-26,2.861600
2016-01-27,2.901600
2016-01-28,2.886600
2016-01-29,2.841900
2016-02-01,2.836800
2016-02-02,2.881800
2016-02-03,2.891800
2016-02-04,2.855000
2016-02-05,2.853500
2016-02-06,2.853500
2016-02-14,2.822100
2016-02-15,2.837100
2016-02-16,2.837600
2016-02-17,2.835100
2016-02-18,2.835100
2016-02-19,2.825100
2016-02-22,2.842600
2016-02-23,2.845100
2016-02-24,2.867600
2016-02-25,2.865100
2016-02-26,2.855100
2016-02-29,2.850200
2016-03-01,2.852700
2016-03-02,2.875200
2016-03-03,2.900200
2016-03-04,2.895200
2016-03-07,2.930300
2016-03-08,2.935200
2016-03-09,2.892800
2016-03-10,2.865300
2016-03-11,2.845300
2016-03-14,2.850400
2016-03-15,2.840400
2016-03-16,2.805400
2016-03-17,2.815400
2016-03-18,2.822900
2016-03-21,2.830500
2016-03-22,2.830400
2016-03-23,2.830700
2016-03-24,2.830900
2016-03-25,2.831100
2016-03-28,2.866500
2016-03-29,2.851000
2016-03-30,2.836200
2016-03-31,2.841900
2016-04-01,2.842200
2016-04-05,2.863700
2016-04-06,2.868900
2016-04-07,2.904900
2016-04-08,2.915800
2016-04-11,2.909100
2016-04-12,2.910000
2016-04-13,2.927100
2016-04-14,2.935200
2016-04-15,2.915100
2016-04-18,2.904700
2016-04-19,2.906000
2016-04-20,2.925800
2016-04-21,2.920800
2016-04-22,2.930900
2016-04-25,2.936200
2016-04-26,2.921200
2016-04-27,2.910800
2016-04-28,2.886300
2016-04-29,2.891300
2016-05-03,2.889000
2016-05-04,2.896500
2016-05-05,2.901700
2016-05-06,2.901600
2016-05-09,2.881800
2016-05-10,2.900000
2016-05-11,2.907500
2016-05-12,2.897500
2016-05-13,2.905000
2016-05-16,2.927500
2016-05-17,2.930000
2016-05-18,2.955000
2016-05-19,2.960000
2016-05-20,2.950000
2016-05-23,2.955000
2016-05-24,2.935000
2016-05-25,2.940100
2016-05-26,2.940100
2016-05-27,2.945100
2016-05-30,2.977600
2016-05-31,2.985100
2016-06-01,2.995200
2016-06-02,3.012700
2016-06-03,3.015200
2016-06-06,3.004100
2016-06-07,3.007100
2016-06-08,3.007700
2016-06-12,3.005300
2016-06-13,2.997900
2016-06-14,2.965400
2016-06-15,2.960400
2016-06-16,2.945500
2016-06-17,2.937900
2016-06-20,2.948100
2016-06-21,2.940500
2016-06-22,2.930700
2016-06-23,2.930700
2016-06-24,2.880800
2016-06-27,2.831000
2016-06-28,2.861000
2016-06-29,2.858600
2016-06-30,2.841100
2016-07-01,2.803800
2016-07-04,2.831400
2016-07-05,2.851400
2016-07-06,2.836500
2016-07-07,2.806600
2016-07-08,2.801600
2016-07-11,2.826800
2016-07-12,2.836800
2016-07-13,2.849400
2016-07-14,2.839500
2016-07-15,2.827100
2016-07-18,2.827100
2016-07-19,2.819700
2016-07-20,2.799600
2016-07-21,2.780600
2016-07-22,2.790700
2016-07-25,2.806800
2016-07-26,2.791300
2016-07-27,2.796700
2016-07-28,2.786700
2016-07-29,2.776800
2016-08-01,2.783000
2016-08-02,2.779200
2016-08-03,2.771800
2016-08-04,2.769400
2016-08-05,2.753400
2016-08-08,2.747200
2016-08-09,2.712500
2016-08-10,2.695000
2016-08-11,2.687500
2016-08-12,2.670100
2016-08-15,2.640100
2016-08-16,2.665100
2016-08-17,2.690100
2016-08-18,2.680100
2016-08-19,2.700100
2016-08-22,2.680100
2016-08-23,2.720100
2016-08-24,2.730100
2016-08-25,2.720100
2016-08-26,2.692700
2016-08-29,2.706400
2016-08-30,2.752700
2016-08-31,2.742500
2016-09-01,2.745200
2016-09-02,2.745200
2016-09-05,2.750300
2016-09-06,2.762800
2016-09-07,2.785300
2016-09-08,2.775300
2016-09-09,2.767800
2016-09-12,2.791600
2016-09-13,2.765400
2016-09-14,2.757900
2016-09-18,2.765500
2016-09-19,2.760500
2016-09-20,2.743100
2016-09-21,2.751800
2016-09-22,2.745600
2016-09-23,2.731800
2016-09-26,2.715700
2016-09-27,2.714400
2016-09-28,2.724400
2016-09-29,2.728200
2016-09-30,2.725800
2016-10-08,2.704700
2016-10-09,2.676000
2016-10-10,2.673500
2016-10-11,2.683500
2016-10-12,2.709800
2016-10-13,2.701000
2016-10-14,2.695200
2016-10-17,2.690400
2016-10-18,2.696500
2016-10-19,2.666400
2016-10-20,2.651800
2016-10-21,2.645100
2016-10-24,2.659500
2016-10-25,2.685900
2016-10-26,2.720000
2016-10-27,2.706800
2016-10-28,2.702700
2016-10-31,2.742500
2016-11-01,2.737500
2016-11-02,2.737200
2016-11-03,2.730100
2016-11-04,2.733900
2016-11-07,2.747500
2016-11-08,2.763400
2016-11-09,2.765100
2016-11-10,2.792600
2016-11-11,2.815000
2016-11-14,2.857700
2016-11-15,2.850100
2016-11-16,2.865200
2016-11-17,2.905500
2016-11-18,2.890100
2016-11-21,2.885100
2016-11-22,2.868900
2016-11-23,2.845100
2016-11-24,2.850200
2016-11-25,2.865000
2016-11-28,2.850200
2016-11-29,2.890600
2016-11-30,2.950200
2016-12-01,2.989300
2016-12-02,2.989500
2016-12-05,3.030200
2016-12-06,3.115100
2016-12-07,3.087700
2016-12-08,3.075300
2016-12-09,3.085300
2016-12-12,3.145800
2016-12-13,3.186300
2016-12-14,3.218600
2016-12-15,3.331500
2016-12-16,3.280300
2016-12-19,3.331600
2016-12-20,3.373900
2016-12-21,3.281500
2016-12-22,3.190800
2016-12-23,3.176900
2016-12-26,3.155100
2016-12-27,3.162800
2016-12-28,3.122300
2016-12-29,3.047100
2016-12-30,3.011500
2016-12-31,3.011500
2017-01-03,3.105400
2017-01-04,3.182300
2017-01-05,3.208600
2017-01-06,3.195300
2017-01-09,3.169200
2017-01-10,3.179200
2017-01-11,3.205500
2017-01-12,3.188800
2017-01-13,3.202200
2017-01-16,3.249600
2017-01-17,3.269200
2017-01-18,3.268200
2017-01-19,3.258400
2017-01-20,3.244000
2017-01-22,3.255000
2017-01-23,3.242900
2017-01-24,3.283700
2017-01-25,3.346300
2017-01-26,3.346500
2017-02-03,3.421400
2017-02-04,3.409900
2017-02-06,3.490500
2017-02-07,3.486600
2017-02-08,3.459100
2017-02-09,3.414800
2017-02-10,3.436800
2017-02-13,3.419200
2017-02-14,3.410700
2017-02-15,3.405800
2017-02-16,3.355900
2017-02-17,3.331100
2017-02-20,3.281200
2017-02-21,3.301300
2017-02-22,3.283900
2017-02-23,3.271400
2017-02-24,3.291600
2017-02-27,3.287100
2017-02-28,3.292100
2017-03-01,3.325200
2017-03-02,3.348300
2017-03-03,3.357300
2017-03-06,3.361500
2017-03-07,3.364300
2017-03-08,3.408800
2017-03-09,3.415100
2017-03-10,3.415600
2017-03-13,3.385100
2017-03-14,3.365300
2017-03-15,3.352400
2017-03-16,3.309700
2017-03-17,3.312400
2017-03-20,3.314100
2017-03-21,3.314100
2017-03-22,3.306800
2017-03-23,3.303400
2017-03-24,3.252900
2017-03-27,3.245100
2017-03-28,3.262600
2017-03-29,3.269500
2017-03-30,3.289000
2017-03-31,3.282800
2017-04-01,3.273000
2017-04-05,3.310200
2017-04-06,3.310900
2017-04-07,3.296600
2017-04-10,3.316600
2017-04-11,3.320900
2017-04-12,3.328300
2017-04-13,3.322000
2017-04-14,3.359900
2017-04-17,3.416000
2017-04-18,3.406400
2017-04-19,3.406500
2017-04-20,3.424000
2017-04-21,3.461400
2017-04-24,3.499100
2017-04-25,3.456800
2017-04-26,3.451900
2017-04-27,3.449400
2017-04-28,3.466800
2017-05-02,3.487000
2017-05-03,3.521900
2017-05-04,3.551700
2017-05-05,3.559200
2017-05-08,3.604200
2017-05-09,3.632500
2017-05-10,3.690000
2017-05-11,3.640000
2017-05-12,3.652500
2017-05-15,3.610000
2017-05-16,3.622500
2017-05-17,3.627500
2017-05-18,3.607500
2017-05-19,3.625000
2017-05-22,3.660100
2017-05-23,3.672500
2017-05-24,3.660100
2017-05-25,3.647600
2017-05-26,3.650100
2017-05-27,3.649900
2017-05-31,3.610200
2017-06-01,3.615200
2017-06-02,3.627700
2017-06-05,3.615200
2017-06-06,3.632800
2017-06-07,3.642700
2017-06-08,3.647800
2017-06-09,3.630300
2017-06-12,3.584100
2017-06-13,3.575400
2017-06-14,3.535400
2017-06-15,3.555400
2017-06-16,3.568000
2017-06-19,3.500600
2017-06-20,3.488100
2017-06-21,3.540600
2017-06-22,3.560700
2017-06-23,3.545700
2017-06-26,3.513400
2017-06-27,3.508400
2017-06-28,3.533300
2017-06-29,3.548300
2017-06-30,3.568300
2017-07-03,3.603300
2017-07-04,3.600900
2017-07-05,3.576000
2017-07-06,3.566000
2017-07-07,3.589700
2017-07-10,3.591100
2017-07-11,3.583600
2017-07-12,3.574900
2017-07-13,3.564300
2017-07-14,3.563700
2017-07-17,3.562600
2017-07-18,3.585100
2017-07-19,3.590100
2017-07-20,3.574000
2017-07-21,3.582900
2017-07-24,3.576900
2017-07-25,3.592000
2017-07-26,3.617000
2017-07-27,3.602100
2017-07-28,3.603400
2017-07-31,3.626000
2017-08-01,3.637300
2017-08-02,3.631100
2017-08-03,3.626200
2017-08-04,3.626200
2017-08-07,3.662600
2017-08-08,3.653800
2017-08-09,3.660000
2017-08-10,3.637500
2017-08-11,3.616300
2017-08-14,3.592500
2017-08-15,3.580100
2017-08-16,3.598800
2017-08-17,3.592600
2017-08-18,3.595100
2017-08-21,3.618100
2017-08-22,3.620100
