日期,yield_10y
2017-08-23,3.615200
2017-08-24,3.625200
2017-08-25,3.632700
2017-08-28,3.650200
2017-08-29,3.630300
2017-08-30,3.630300
2017-08-31,3.626500
2017-09-01,3.635300
2017-09-04,3.645400
2017-09-05,3.664100
2017-09-06,3.655400
2017-09-07,3.615500
2017-09-08,3.600500
2017-09-11,3.615600
2017-09-12,3.618100
2017-09-13,3.635600
2017-09-14,3.598200
2017-09-15,3.598200
2017-09-18,3.622000
2017-09-19,3.615800
2017-09-20,3.620900
2017-09-21,3.633400
2017-09-22,3.620900
2017-09-25,3.598500
2017-09-26,3.617200
2017-09-27,3.623500
2017-09-28,3.613600
2017-09-29,3.613600
2017-09-30,3.613600
2017-10-09,3.647700
2017-10-10,3.647000
2017-10-11,3.654000
2017-10-12,3.676500
2017-10-13,3.674000
2017-10-16,3.705400
2017-10-17,3.740900
2017-10-18,3.736600
2017-10-19,3.716700
2017-10-20,3.721700
2017-10-23,3.723100
2017-10-24,3.722000
2017-10-25,3.776800
2017-10-26,3.776900
2017-10-27,3.826600
2017-10-30,3.911500
2017-10-31,3.891700
2017-11-01,3.863000
2017-11-02,3.871800
2017-11-03,3.881600
2017-11-06,3.869400
2017-11-07,3.881300
2017-11-08,3.872500
2017-11-09,3.886300
2017-11-10,3.900000
2017-11-13,3.950000
2017-11-14,3.952500
2017-11-15,3.950000
2017-11-16,3.922500
2017-11-17,3.920000
2017-11-20,3.940000
2017-11-21,3.950000
2017-11-22,3.985000
2017-11-23,3.985100
2017-11-24,3.946300
2017-11-27,3.950100
2017-11-28,3.960100
2017-11-29,3.910100
2017-11-30,3.890100
2017-12-01,3.885200
2017-12-04,3.890200
2017-12-05,3.875200
2017-12-06,3.875200
2017-12-07,3.892700
2017-12-08,3.910200
2017-12-11,3.930300
2017-12-12,3.937800
2017-12-13,3.930300
2017-12-14,3.910400
2017-12-15,3.890400
2017-12-18,3.890400
2017-12-19,3.900500
2017-12-20,3.900500
2017-12-21,3.900500
2017-12-22,3.878000
2017-12-25,3.873100
2017-12-26,3.888100
2017-12-27,3.895600
2017-12-28,3.885700
2017-12-29,3.880700
2017-12-30,3.880700
2017-12-31,3.880700
2018-01-02,3.900800
2018-01-03,3.916200
2018-01-04,3.931900
2018-01-05,3.921200
2018-01-08,3.911000
2018-01-09,3.890900
2018-01-10,3.920100
2018-01-11,3.954600
2018-01-12,3.933700
2018-01-15,3.965000
2018-01-16,3.959600
2018-01-17,3.959700
2018-01-18,3.979700
2018-01-19,3.975400
2018-01-22,3.952200
2018-01-23,3.941400
2018-01-24,3.950700
2018-01-25,3.943500
2018-01-26,3.936500
2018-01-29,3.936800
2018-01-30,3.929200
2018-01-31,3.914000
2018-02-01,3.906600
2018-02-02,3.909200
2018-02-05,3.916700
2018-02-06,3.882500
2018-02-07,3.870000
2018-02-08,3.880100
2018-02-09,3.880000
2018-02-11,3.877500
2018-02-12,3.875000
2018-02-13,3.870000
2018-02-14,3.870200
2018-02-22,3.875200
2018-02-23,3.870200
2018-02-24,3.865200
2018-02-26,3.845200
2018-02-27,3.820100
2018-02-28,3.820200
2018-03-01,3.820100
2018-03-02,3.835200
2018-03-05,3.845300
2018-03-06,3.825300
2018-03-07,3.820300
2018-03-08,3.820300
2018-03-09,3.827800
2018-03-12,3.824300
2018-03-13,3.836200
2018-03-14,3.841300
2018-03-15,3.825700
2018-03-16,3.815400
2018-03-19,3.810400
2018-03-20,3.790600
2018-03-21,3.763000
2018-03-22,3.748000
2018-03-23,3.700500
2018-03-26,3.730700
2018-03-27,3.743200
2018-03-28,3.740600
2018-03-29,3.745600
2018-03-30,3.740700
2018-04-02,3.735700
2018-04-03,3.750700
2018-04-04,3.723400
2018-04-08,3.700800
2018-04-09,3.695900
2018-04-10,3.715900
2018-04-11,3.710900
2018-04-12,3.710900
2018-04-13,3.706200
2018-04-16,3.656100
2018-04-17,3.651200
2018-04-18,3.501300
2018-04-19,3.506400
2018-04-20,3.521500
2018-04-23,3.601900
2018-04-24,3.585500
2018-04-25,3.611800
2018-04-26,3.634400
2018-04-27,3.636400
2018-04-28,3.621700
2018-05-02,3.666500
2018-05-03,3.646700
2018-05-04,3.631900
2018-05-07,3.651800
2018-05-08,3.692200
2018-05-09,3.707400
2018-05-10,3.692400
2018-05-11,3.688200
2018-05-14,3.693700
2018-05-15,3.715100
2018-05-16,3.707600
2018-05-17,3.712000
2018-05-18,3.709900
2018-05-21,3.693900
2018-05-22,3.670000
2018-05-23,3.640000
2018-05-24,3.650100
2018-05-25,3.612600
2018-05-28,3.610100
2018-05-29,3.600100
2018-05-30,3.597600
2018-05-31,3.612900
2018-06-01,3.620200
2018-06-04,3.653200
2018-06-05,3.660200
2018-06-06,3.660200
2018-06-07,3.670200
2018-06-08,3.645300
2018-06-11,3.650200
2018-06-12,3.685300
2018-06-13,3.662700
2018-06-14,3.622700
2018-06-15,3.602800
2018-06-19,3.560300
2018-06-20,3.605400
2018-06-21,3.575300
2018-06-22,3.560400
2018-06-25,3.580300
2018-06-26,3.580400
2018-06-27,3.552900
2018-06-28,3.530400
2018-06-29,3.475600
2018-07-02,3.466800
2018-07-03,3.495500
2018-07-04,3.510700
2018-07-05,3.500500
2018-07-06,3.525900
2018-07-09,3.543200
2018-07-10,3.543100
2018-07-11,3.510700
2018-07-12,3.515800
2018-07-13,3.485800
2018-07-16,3.480800
2018-07-17,3.480800
2018-07-18,3.470800
2018-07-19,3.440900
2018-07-20,3.513500
2018-07-23,3.518600
2018-07-24,3.561500
2018-07-25,3.561400
2018-07-26,3.536100
2018-07-27,3.521200
2018-07-30,3.521300
2018-07-31,3.481200
2018-08-01,3.463800
2018-08-02,3.471300
2018-08-03,3.456700
2018-08-06,3.456800
2018-08-07,3.487600
2018-08-08,3.522200
2018-08-09,3.547600
2018-08-10,3.552500
2018-08-13,3.582600
2018-08-14,3.551900
2018-08-15,3.582900
2018-08-16,3.614100
2018-08-17,3.652400
2018-08-20,3.632600
2018-08-21,3.630000
2018-08-22,3.607500
2018-08-23,3.610100
2018-08-24,3.627800
2018-08-27,3.630300
2018-08-28,3.610100
2018-08-29,3.610100
2018-08-30,3.580100
2018-08-31,3.575100
2018-09-03,3.595100
2018-09-04,3.610100
2018-09-05,3.610100
2018-09-06,3.610100
2018-09-07,3.630100
2018-09-10,3.655100
2018-09-11,3.675100
2018-09-12,3.655100
2018-09-13,3.652600
2018-09-14,3.635100
2018-09-17,3.632700
2018-09-18,3.645200
2018-09-19,3.672700
2018-09-20,3.700300
2018-09-21,3.675200
2018-09-25,3.675400
2018-09-26,3.650300
2018-09-27,3.625300
2018-09-28,3.615300
2018-09-29,3.610400
2018-09-30,3.610300
2018-10-08,3.615500
2018-10-09,3.615600
2018-10-10,3.615600
2018-10-11,3.580600
2018-10-12,3.583100
2018-10-15,3.585700
2018-10-16,3.575700
2018-10-17,3.580700
2018-10-18,3.550800
2018-10-19,3.565800
2018-10-22,3.591000
2018-10-23,3.570900
2018-10-24,3.540900
2018-10-25,3.540900
2018-10-26,3.541000
2018-10-29,3.511100
2018-10-30,3.516100
2018-10-31,3.508600
2018-11-01,3.493600
2018-11-02,3.546100
2018-11-05,3.531200
2018-11-06,3.511300
2018-11-07,3.481300
2018-11-08,3.481300
2018-11-09,3.476300
2018-11-12,3.486500
2018-11-13,3.474000
2018-11-14,3.421800
2018-11-15,3.391500
2018-11-16,3.351500
2018-11-19,3.377200
2018-11-20,3.377100
2018-11-21,3.371600
2018-11-22,3.391700
2018-11-23,3.391700
2018-11-26,3.415100
2018-11-27,3.400000
2018-11-28,3.370000
2018-11-29,3.360000
2018-11-30,3.355000
2018-12-03,3.350000
2018-12-04,3.305000
2018-12-05,3.275000
2018-12-06,3.275100
2018-12-07,3.285300
2018-12-10,3.267800
2018-12-11,3.265200
2018-12-12,3.270300
2018-12-13,3.331100
2018-12-14,3.346800
2018-12-17,3.371300
2018-12-18,3.371400
2018-12-19,3.341200
2018-12-20,3.300300
2018-12-21,3.316800
2018-12-24,3.348300
2018-12-25,3.311300
2018-12-26,3.301100
2018-12-27,3.270900
2018-12-28,3.231500
2018-12-29,3.226500
2018-12-30,3.226500
2018-12-31,3.226500
2019-01-02,3.173400
2019-01-03,3.141000
2019-01-04,3.151300
2019-01-07,3.150700
2019-01-08,3.121100
2019-01-09,3.110600
2019-01-10,3.100600
2019-01-11,3.105800
2019-01-14,3.129700
2019-01-15,3.138300
2019-01-16,3.074500
2019-01-17,3.076000
2019-01-18,3.091000
2019-01-21,3.103700
2019-01-22,3.107100
2019-01-23,3.119000
2019-01-24,3.133800
2019-01-25,3.139800
2019-01-28,3.139700
2019-01-29,3.124600
2019-01-30,3.115100
2019-01-31,3.103700
2019-02-01,3.103200
2019-02-02,3.097800
2019-02-03,3.096700
2019-02-11,3.067000
2019-02-12,3.074800
2019-02-13,3.071900
2019-02-14,3.072600
2019-02-15,3.079400
2019-02-18,3.109400
2019-02-19,3.127900
2019-02-20,3.119600
2019-02-21,3.136100
2019-02-22,3.145100
2019-02-25,3.178700
2019-02-26,3.187800
2019-02-27,3.168900
2019-02-28,3.173100
2019-03-01,3.187000
2019-03-04,3.202300
2019-03-05,3.214900
2019-03-06,3.202100
2019-03-07,3.157200
2019-03-08,3.142300
2019-03-11,3.137400
2019-03-12,3.142400
2019-03-13,3.137500
2019-03-14,3.147500
2019-03-15,3.137600
2019-03-18,3.137700
2019-03-19,3.137700
2019-03-20,3.145300
2019-03-21,3.129100
2019-03-22,3.108000
2019-03-25,3.083100
2019-03-26,3.063300
2019-03-27,3.088200
2019-03-28,3.063400
2019-03-29,3.068300
2019-04-01,3.133200
2019-04-02,3.168100
2019-04-03,3.233100
2019-04-04,3.267900
2019-04-08,3.248200
2019-04-09,3.288200
2019-04-10,3.293200
2019-04-11,3.278400
2019-04-12,3.333400
2019-04-15,3.373600
2019-04-16,3.393700
2019-04-17,3.393800
2019-04-18,3.358900
2019-04-19,3.374100
2019-04-22,3.409100
2019-04-23,3.399300
2019-04-24,3.434300
2019-04-25,3.419300
2019-04-26,3.404300
2019-04-28,3.404300
2019-04-29,3.426800
2019-04-30,3.386900
2019-05-05,3.384900
2019-05-06,3.355000
2019-05-07,3.355100
2019-05-08,3.342600
2019-05-09,3.311600
2019-05-10,3.301700
2019-05-13,3.270900
2019-05-14,3.285900
2019-05-15,3.276200
2019-05-16,3.266200
2019-05-17,3.266500
2019-05-20,3.271700
2019-05-21,3.299000
2019-05-22,3.326400
2019-05-23,3.310000
2019-05-24,3.312500
2019-05-27,3.350000
2019-05-28,3.310000
2019-05-29,3.287500
2019-05-30,3.275000
2019-05-31,3.275100
2019-06-03,3.240100
2019-06-04,3.210100
2019-06-05,3.210000
2019-06-06,3.213600
2019-06-10,3.225100
2019-06-11,3.265100
2019-06-12,3.260100
2019-06-13,3.245100
2019-06-14,3.230200
2019-06-17,3.225200
2019-06-18,3.230200
2019-06-19,3.242700
2019-06-20,3.235200
2019-06-21,3.230300
2019-06-24,3.245300
2019-06-25,3.235300
2019-06-26,3.245300
2019-06-27,3.255300
2019-06-28,3.225400
2019-07-01,3.225400
2019-07-02,3.170400
2019-07-03,3.155400
2019-07-04,3.147900
2019-07-05,3.170500
2019-07-08,3.180500
2019-07-09,3.168000
2019-07-10,3.170600
2019-07-11,3.168000
2019-07-12,3.153100
2019-07-15,3.178200
2019-07-16,3.173200
2019-07-17,3.175700
2019-07-18,3.160800
2019-07-19,3.155900
2019-07-22,3.148400
2019-07-23,3.148400
2019-07-24,3.171000
2019-07-25,3.163500
2019-07-26,3.166100
2019-07-29,3.183600
2019-07-30,3.176100
2019-07-31,3.155200
2019-08-01,3.148700
2019-08-02,3.091400
2019-08-05,3.056300
2019-08-06,3.061300
2019-08-07,3.051400
2019-08-08,3.046500
2019-08-09,3.021600
2019-08-12,3.039100
2019-08-13,3.004100
2019-08-14,3.010500
2019-08-15,3.011500
2019-08-16,3.021700
2019-08-19,3.019100
2019-08-20,3.031700
2019-08-21,3.056700
2019-08-22,3.054300
2019-08-23,3.064400
2019-08-26,3.049400
2019-08-27,3.052000
2019-08-28,3.052000
2019-08-29,3.032100
2019-08-30,3.057300
2019-09-02,3.072300
2019-09-03,3.062400
2019-09-04,3.047300
2019-09-05,3.017300
2019-09-06,3.017300
2019-09-09,3.025000
2019-09-10,3.042500
2019-09-11,3.052500
2019-09-12,3.087600
2019-09-16,3.092600
2019-09-17,3.107600
2019-09-18,3.127800
2019-09-19,3.105300
