指标名称,上证50指数,沪深300指数,中证500指数,中证1000指数:收盘价,恒生指数,中证转债:收盘价(前复权),标普500:收盘价(前复权),中间价:美元兑人民币,美元指数,SHFE黄金:收盘价,ICE布油:收盘价,SHFE螺纹钢:收盘价,房地产(申万):收盘价(前复权),中国:M2:同比,中国:社会融资规模存量:同比,市盈率:申万大盘指数,市盈率:申万小盘指数,中债-国债总财富(总值)指数:收盘价(前复权),中债-企业债总财富(总值)指数:收盘价(前复权),中债-国债总净价(总值)指数:收盘价(前复权),中债-国开行债券总财富(3-5年)指数:收盘价(前复权),中债-企业债总财富(3-5年)指数:收盘价(前复权),中债国开债到期收益率:3年,中债中短期票据到期收益率(AA):3年,中债国债到期收益率:10年,中国:平均批发价:猪肉,中国:制造业PMI,中国:固定资产投资完成额:累计同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:出口金额:当月同比,中国:进口金额:当月同比,中国:CPI:当月同比,中国:PPI:当月同比,期货收盘价(电子盘):LME3个月铜
频率,日,日,日,日,日,日,日,日,日,日,日,日,日,月,月,日,日,日,日,日,日,日,日,日,日,日,月,月,月,月,月,月,月,日
单位,点,点,点,点,点,元,美元,,1973年3月=100,元,美元,元,元,%,%,倍,倍,元,元,元,元,元,%,%,%,元/公斤,%,%,%,%,%,%,%,美元/吨
指标ID,M0020223,M0020209,M0062541,N2691645,G0001693,000832.CSI,SPX.GI,M0000185,M0000271,AU.SHF,B.IPE,RB.SHF,801180.SI,M0001385,M5525763,M0049385,M0049387,CBA00601.CS,CBA02001.CS,CBA00602.CS,CBA02531.CS,CBA02031.CS,M1004265,S0059717,S0059749,S5065106,M0017126,M0000273,M0001428,M0000607,M0000609,M0000612,M0001227,S0029750
来源,上海证券交易所,上海证券交易所,中证指数公司,中证指数有限公司,恒生指数有限公司,,,中国人民银行,行情,,,,,中国人民银行,中国人民银行,上海申银万国证券研究所,上海申银万国证券研究所,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,中债估值中心,中债估值中心,中债估值中心,农业农村部,国家统计局,国家统计局,国家统计局,海关总署,海关总署,国家统计局,国家统计局,LME
2025-06-18,2679.9218,3874.9708,5745.8714,6135.3858,23710.69,435.2638,5980.87,7.176099999999999,98.8911,785.42,76.08,2986,1975.24,,,14.03,30.26,248.0869,247.7271,132.0126,242.7244,275.6443,1.5832,2.0706,1.6384,20.24,,,,,,,,9650.5
2025-06-17,2683.9528,3870.3786,5750.9122,6141.4684,23980.3,435.2201,5982.72,7.1746,98.83039999999998,785.08,77.19,2981,2002.21,,,14.01,30.29,247.9523,247.668,131.949,242.642,275.5626,1.5857,2.0788,1.6364,20.23,,,,,,,,9670
2025-06-16,2685.0092,3873.7951,5767.8083,6147.46,24060.99,434.9227,6033.11,7.1789,98.1548,792.3,72.5,2990,2008.08,,,14.03,30.3,247.7251,247.6265,131.8358,242.5441,275.5074,1.6045,2.0792,1.6432,20.37,,,,,,,,9695
2025-06-13,2676.4328,3864.1822,5740.2397,6106.0083,23892.56,433.8395,5976.97,7.1772,98.145,794.36,75.18,2969,1971.62,,,13.99,30.11,247.6391,247.5558,131.8155,242.4893,275.418,1.602,2.0812,1.644,20.26,,,,,,,,9647.5
2025-06-12,2691.2752,3892.1992,5799.9319,6192.22,24035.38,435.9921,6045.26,7.180300000000001,97.8655,785.16,70.34,2968,2002.62,,,14.1,30.53,247.6457,247.5217,131.8276,242.5135,275.3617,1.6042,2.0818,1.6475,20.33,,,,,,,,9690.5
2025-06-11,2692.1365,3894.6252,5792.9464,6186.5122,24366.94,435.8033,6022.24,7.181500000000001,98.64540000000001,777.54,70.78,2991,2013.73,,,14.12,30.51,247.607,247.4906,131.8154,242.5302,275.3284,1.5942,2.0807,1.642,20.28,,,,,,,,9647
2025-06-10,2676.4013,3865.4652,5757.9921,6161.6919,24162.87,434.437,6038.81,7.184,99.0522,775.06,66.6,2974,2001.4,,,14,30.35,247.3981,247.4468,131.7119,242.5072,275.267,1.6017,2.0874,1.6569,20.3,,,,,,,,9725
2025-06-09,2686.8276,3885.2459,5805.6543,6218.9637,24181.43,435.6601,6005.88,7.1855,99.0187,774.72,67.13,2981,2008.13,,,14.07,30.63,247.3582,247.4036,131.6991,242.5428,275.1931,1.6017,2.0871,1.6559,20.46,,,,,,,,9768.5
2025-06-06,2688.8504,3873.9841,5762.0778,6152.8446,23792.54,433.9206,6000.36,7.184499999999999,99.2031,783.24,66.65,2975,2006.95,,,14.04,30.32,247.1894,247.3142,131.6343,242.4282,275.0827,1.6042,2.0922,1.6547,20.46,,,,,,,,9670.5
2025-06-05,2692.1287,3877.5557,5769.9675,6167.0149,23906.97,433.4241,5939.3,7.1865,98.74440000000001,783.72,65.29,2959,2004.34,,,14.06,30.38,246.8932,247.274,131.484,242.2553,275.013,1.6217,2.1024,1.6741,20.7,,,,,,,,9707.5
2025-06-04,2690.8243,3868.7429,5739.0058,6123.172,23654.03,432.6828,5970.81,7.1886,98.8128,782.42,64.91,2974,2003.49,,,14.03,30.16,246.7936,247.2534,131.4392,242.1413,274.9671,1.6292,2.1022,1.6704,20.75,,,,,,,,9649
2025-06-03,2687.296,3852.0127,5694.8385,6070.0368,23512.49,430.5605,5970.37,7.1869,99.2781,783.1,65.61,2928,1983.77,,,13.98,29.9,246.6716,247.2474,131.3823,242.1285,274.9569,1.6392,2.1072,1.6764,20.59,,,,,,,,9638.5
2025-06-02,,,,,23157.97,,5935.94,,98.68929999999999,,65.12,,,,,,,,,,,,,,,,,,,,,,,9615
2025-05-31,,,,,,,,,,,,,,7.9,8.7,,,,,,,,,,,,49.5,3.7,6.4,4.651185,-3.288482,-0.1,-3.3,
2025-05-30,2678.6955,3840.2323,5671.0723,6026.5603,23289.77,429.3055,5911.69,7.1848,99.4393,771.8,62.61,2961,1989.86,,,13.94,29.74,246.6188,247.1759,131.3885,242.1213,274.8738,1.6304,2.1053,1.6712,20.66,,,,,,,,9497
2025-05-29,2690.8926,3858.6998,5719.9101,6089.5778,23573.38,429.0539,5912.17,7.1907000000000005,99.3633,764.32,63.36,2978,1993.04,,,14.01,30.01,246.252,247.1233,131.2002,241.9424,274.796,1.6404,2.1234,1.6877,20.69,,,,,,,,9567
2025-05-28,2683.0628,3836.2366,5637.2378,5984.4557,23258.31,426.581,5888.55,7.1894,99.8978,772.28,64.33,2964,1974.18,,,13.94,29.47,246.5458,247.1931,131.3666,242.1244,274.9002,1.6304,2.1085,1.6832,20.84,,,,,,,,9566
2025-05-27,2685.2812,3839.3969,5652.1454,6008.4599,23381.99,426.2916,5921.54,7.1876,99.61470000000001,771.6,63.74,2980,1987.64,,,13.95,29.56,246.6384,247.2048,131.425,242.2229,274.9124,1.6204,2.0986,1.7261,20.91,,,,,,,,9596
2025-05-26,2699.4225,3860.1067,5669.4609,6028.7861,23282.33,427.3294,,7.183299999999999,98.9787,777.3,64.18,3004,1975.29,,,14.03,29.68,246.7815,247.1746,131.5105,242.2831,274.8543,1.6104,2.1023,1.7201,20.6,,,,,,,,
2025-05-23,2711.8524,3882.2741,5653.0436,5989.6752,23601.26,428.3355,5802.82,7.1919,99.1231,780.1,65.03,3046,1971.22,,,14.12,29.54,246.6601,247.0885,131.4713,242.1832,274.7128,1.6154,2.1204,1.7208,20.95,,,,,,,,9614
2025-05-22,2733.6323,3913.8651,5703.2797,6066.1031,23544.31,429.672,5842.01,7.190300000000001,99.9388,780.1,64.03,3061,1994.41,,,14.23,29.87,246.7747,247.035,131.5415,242.2024,274.6098,1.6171,2.1239,1.7186,20.67,,,,,,,,9519.5
2025-05-21,2728.4262,3916.3807,5757.9225,6132.1809,23827.78,431.0561,5844.61,7.1937,99.60139999999998,778.78,64.58,3061,2022.52,,,14.24,30.18,246.7693,246.9655,131.5474,242.1494,274.4815,1.6149,2.1306,1.71,20.72,,,,,,,,9487
2025-05-20,2716.6294,3898.1705,5747.367,6146.0166,23681.48,430.515,5940.46,7.1931,100.0219,754.38,65.6,3058,2033.24,,,14.17,30.21,246.8768,246.9178,131.6138,242.1918,274.4083,1.6073,2.1355,1.7004,20.76,,,,,,,,9554.5
2025-05-19,2705.0884,3877.1453,5720.7949,6095.3369,23332.72,429.414,5963.6,7.1916,100.37259999999999,755.86,65.48,3069,2035.57,,,14.09,30.05,246.8639,246.8326,131.6156,242.0971,274.283,1.6108,2.1307,1.6893,20.91,,,,,,,,9523.5
2025-05-16,2716.6618,3889.0854,5715.8491,6068.1165,23345.05,428.8266,5958.38,7.1938,100.9828,751.8,65.33,3082,2000.54,,,14.13,29.99,246.5587,246.7639,131.4776,241.9725,274.2079,1.6144,2.124,1.6793,20.94,,,,,,,,9447.5
2025-05-15,2740.2976,3907.1992,5715.2966,6057.0357,23453.16,428.6401,5916.93,7.196300000000001,100.8196,739.82,64.62,3118,2001.7,,,14.21,29.96,246.6987,246.7707,131.5617,242.188,274.2324,1.6084,2.1126,1.6798,20.9,,,,,,,,9577
2025-05-14,2753.785,3943.2108,5799.1191,6160.3697,23640.65,430.5145,5892.58,7.1956,101.0655,761.72,65.85,3127,2025.25,,,14.33,30.49,246.7972,246.7132,131.6235,242.3166,274.1571,1.5922,2.1231,1.6736,20.9,,,,,,,,9606.5
2025-05-13,2708.0588,3896.2583,5781.6683,6151.0098,23108.27,430.5518,5886.55,7.1991000000000005,100.9827,767.68,66.6,3079,2014.36,,,14.15,30.43,246.8989,246.6551,131.687,242.4103,274.0773,1.5809,2.1379,1.6704,20.81,,,,,,,,9599.5
2025-05-12,2702.6172,3890.6096,5793.6743,6167.4606,23549.46,430.0488,5844.19,7.2066,101.81400000000001,772.28,64.99,3082,2019.97,,,14.14,30.49,246.6958,246.597,131.5863,242.4065,274.0033,1.6032,2.1473,1.688,20.85,,,,,,,,9520.5
2025-05-09,2684.0056,3846.1566,5721.7225,6082.0817,22867.74,427.4683,5659.91,7.2095,100.4218,788.42,63.88,3022,2006.78,,,13.97,30.06,247.5255,246.5568,132.0595,242.4941,273.9537,1.5841,2.1471,1.6351,20.62,,,,,,,,9445.5
2025-05-08,2679.509,3852.8963,5773.8056,6158.0774,22775.92,427.9315,5663.94,7.207299999999999,100.63250000000001,790.78,63.12,3052,2039.74,,,13.98,30.45,247.4758,246.4401,132.0415,242.3607,273.7844,1.5936,2.1662,1.6331,20.92,,,,,,,,9431.5
2025-05-07,2670.7023,3831.627,5750.2911,6111.4946,22691.88,425.4044,5631.28,7.200499999999999,99.9006,803.5,60.95,3098,2042.45,,,13.89,30.25,247.2479,246.3169,131.9275,242.1172,273.5922,1.6336,2.1863,1.6418,21.02,,,,,,,,9419.5
2025-05-06,2647.7166,3808.5424,5740.3338,6102.9221,22662.71,425.388,5606.91,7.2008,99.26539999999999,794.8,62.04,3077,2021.08,,,13.8,30.2,247.4909,246.2768,132.0671,242.0312,273.5712,1.6412,2.1971,1.6298,20.96,,,,,,,,9538
2025-05-05,,,,,,,5650.38,,99.7911,,60.25,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9431.5
2025-05-02,,,,,22504.68,,5686.67,,100.0424,,61.45,,,,,,,,,,,,,,,,,,,,,,,9365.5
2025-05-01,,,,,,,5604.14,,100.1866,,61.87,,,,,,,,,,,,,,,,,,,,,,,9206
2025-04-30,2633.1603,3770.5705,5631.8249,5950.1169,22119.41,421.9197,5569.06,7.2014,99.64030000000001,780.3,61.04,3096,1998.59,8,8.7,14.03,29.78,247.3808,246.1687,132.0603,241.9382,273.4431,1.6335,2.1961,1.6243,20.59,49,4,5.1,8.021155,-0.265102,-0.1,-2.7,9125
2025-04-29,2645.5122,3775.0767,5604.9057,5903.3812,22008.11,421.3005,5560.83,7.2029,99.21,785.14,63.01,3100,1987.19,,,13.97,29.34,247.2988,246.1145,132.0249,241.7929,273.3691,1.6412,2.2098,1.6241,20.78,,,,,,,,9440
2025-04-28,2651.2252,3781.6188,5598.2951,5877.0566,21971.96,419.9149,5528.75,7.204300000000001,98.9357,780.04,64.53,3129,1985.71,,,13.95,29.02,246.8747,246.0604,131.8053,241.6476,273.3105,1.6618,2.2007,1.6483,20.87,,,,,,,,9378
2025-04-27,,,,,,,,,,,,,,,,,,,,,,,1.6635,2.2025,1.6607,20.61,,,,,,,,
2025-04-25,2648.8101,3786.9937,5627.1804,5939.5021,21980.74,422.2063,5525.21,7.2066,99.5836,787.2,65.83,3101,2061.25,,,13.98,29.04,246.5848,246.01,131.6755,241.5997,273.2484,1.6643,2.1923,1.6606,20.78,,,,,,,,9360
2025-04-24,2655.3644,3784.3574,5605.8796,5920.4776,21909.76,421.4944,5484.77,7.2098,99.28800000000001,792.2,65.6,3106,2073.75,,,13.97,28.81,246.4813,246.0199,131.6285,241.6015,273.2672,1.6643,2.1816,1.664,20.88,,,,,,,,9392.5
2025-04-23,2648.8297,3786.8824,5634.9487,5984.5833,22072.62,422.7764,5375.86,7.2116,99.90960000000001,784.28,66.14,3137,2067.48,,,14.02,29.02,246.4228,246.0391,131.6057,241.5869,273.2983,1.6593,2.1743,1.6611,20.99,,,,,,,,9382.5
2025-04-22,2656.5387,3783.9522,5624.209,5949.3123,21562.32,421.2108,5287.76,7.2074,98.9757,831.42,67.82,3075,2096.51,,,14.03,28.93,246.6781,246.0974,131.7522,241.6937,273.3991,1.6481,2.1554,1.6509,20.91,,,,,,,,9369
2025-04-21,2652.8103,3784.8806,5642.3805,5952.6374,,420.1626,5158.2,7.205500000000001,98.3518,805.06,66.47,3113,2078.99,,,14.01,28.96,246.4722,246.0911,131.65,241.6477,273.3772,1.6539,2.1552,1.6664,20.96,,,,,,,,
2025-04-18,2657.6367,3772.523,5560.7207,5831.6869,,418.4595,,7.206899999999999,99.2286,791.02,,3076,2088.6,,,13.98,28.22,246.667,246.0893,131.7813,241.7208,273.381,1.6489,2.137,1.6493,20.85,,,,,,,,
2025-04-17,2659.8958,3772.2221,5557.0105,5839.5639,21395.14,418.4766,5282.7,7.208499999999999,99.424,789.22,67.85,3092,2057.05,,,13.99,28.28,246.705,246.0925,131.8106,241.7987,273.3698,1.6439,2.1243,1.6522,20.65,,,,,,,,9188.5
2025-04-16,2658.4955,3772.8204,5556.8642,5835.348,21056.98,417.6782,5275.7,7.213299999999999,99.2667,781.6,66.06,3093,2010.36,,,13.98,28.28,246.9419,246.0947,131.9471,241.8064,273.381,1.6246,2.1097,1.643,20.94,,,,,,,,9203.5
2025-04-15,2634.5926,3761.2348,5602.534,5914.0286,21466.27,419.9982,5396.63,7.2096,100.167,764.44,64.85,3125,2006.61,,,13.92,28.61,246.8204,246.0856,131.8904,241.7761,273.3762,1.6321,2.1127,1.6583,20.62,,,,,,,,9164
2025-04-14,2628.206,3759.1422,5627.1375,5938.5262,21417.4,421.6735,5405.97,7.211,99.69200000000001,763.64,64.82,3126,2023.97,,,13.9,28.75,246.7952,246.08,131.8856,241.8082,273.3707,1.6171,2.1171,1.6584,20.79,,,,,,,,9187
2025-04-11,2619.5762,3750.5167,5581.3184,5862.1876,20914.69,420.9108,5363.36,7.2087,99.769,757.3,64.59,3131,2019.99,,,13.86,28.41,246.8442,246.0452,131.9386,241.8956,273.3225,1.6171,2.1013,1.6568,20.84,,,,,,,,9184
2025-04-10,2612.619,3735.1151,5544.0646,5784.5853,20681.78,422.1322,5268.05,7.2092,100.9374,744.48,63.4,3139,2040.02,,,13.83,28.02,246.7609,246.0186,131.9024,241.6032,273.2927,1.6479,2.1125,1.6444,20.76,,,,,,,,8988
2025-04-09,2597.1016,3686.7943,5439.7716,5652.3303,20264.49,418.2949,5456.9,7.2066,102.97099999999999,728.14,65.72,3088,1996.06,,,13.64,27.46,246.8091,246.0379,131.9373,241.5525,273.3253,1.661,2.1058,1.6508,20.51,,,,,,,,8613
2025-04-08,2574.3529,3650.759,5326.914,5530.0189,20127.68,414.8302,4982.77,7.2038,102.956,719.22,61.62,3101,1911.96,,,13.53,26.49,246.5823,246.042,131.8238,241.5774,273.349,1.6785,2.1036,1.6633,20.61,,,,,,,,8655.5
2025-04-07,2516.9653,3589.4406,5287.0333,5496.4427,19828.3,410.8648,5062.25,7.198,103.501,718.18,64.36,3083,1870.99,,,13.29,26.34,247.0905,246.0683,132.1068,241.9471,273.3929,1.6056,2.0863,1.6318,20.98,,,,,,,,8732
2025-04-04,,,,,,,5074.08,,102.9189,,66.06,,,,,,,,,,,,,,,,,,,,,,,8780
2025-04-03,2662.2522,3861.5034,5845.5045,6203.257,22849.81,428.2091,5396.52,7.188899999999999,101.9451,739.04,69.81,3164,2050.05,,,14.29,29.48,245.6049,245.6849,131.3405,241.326,272.8563,1.6688,2.1576,1.718,20.91,,,,,,,,9366.5
2025-04-02,2658.6209,3884.3858,5899.0865,6277.2533,23202.53,429.8218,5670.97,7.1793,103.6608,733.6,73.37,3166,2029.05,,,14.36,29.79,244.2226,245.4184,130.6033,240.6858,272.4692,1.7343,2.2087,1.7887,20.72,,,,,,,,9700.5
2025-04-01,2662.7113,3887.6841,5892.8502,6259.4838,23206.84,428.9758,5633.07,7.1775,104.22630000000001,736.3,74.51,3170,2036.89,,,14.38,29.73,243.7098,245.351,130.3355,240.5612,272.3703,1.7568,2.2231,1.8104,20.76,,,,,,,,9693
2025-03-31,2665.6339,3887.3056,5857.7721,6226.6488,23119.58,427.5222,5611.85,7.1782,104.1921,729.8,74.71,3159,2031.53,7,8.4,14.42,29.53,243.6953,245.3211,130.3365,240.5532,272.3401,1.7443,2.2305,1.8129,20.85,50.5,4.2,5.9,12.146544,-4.266668,-0.1,-2.5,9710
2025-03-28,2679.7399,3915.1662,5916.0314,6268.3214,23426.6,429.6334,5580.94,7.1752,104.03359999999999,722.8,72.54,3197,2068.68,,,14.56,29.85,243.6589,245.2525,130.3435,240.5233,272.2586,1.7393,2.2281,1.8126,20.94,,,,,,,,9794.5
2025-03-27,2690.8428,3932.4117,5957.6017,6328.7665,23578.8,431.2803,5693.31,7.1763,104.2597,710.3,73.35,3208,2077.88,,,14.68,30.18,243.7464,245.194,130.3996,240.4959,272.1675,1.7442,2.2407,1.8062,20.74,,,,,,,,9846.5
2025-03-26,2677.3121,3919.3566,5948.4986,6334.9077,23483.32,431.3784,5712.2,7.1754,104.55860000000001,709.02,73.35,3209,2081.71,,,14.67,30.19,243.7351,245.1178,130.4023,240.4032,272.0528,1.7297,2.2556,1.7943,20.94,,,,,,,,9927
2025-03-25,2691.8976,3932.2951,5946.951,6310.7641,23344.25,429.8176,5776.65,7.1788,104.2099,706.76,72.51,3220,2066.64,,,14.74,30.14,243.3671,245.032,130.2126,240.4271,271.9197,1.7397,2.2653,1.8183,20.68,,,,,,,,10112
2025-03-24,2693.3313,3934.8486,5969.0789,6360.3412,23905.56,428.6044,5767.57,7.178,104.3068,707.14,72.43,3204,2062.76,,,14.78,30.34,242.9437,244.9091,129.9928,240.2854,271.7425,1.7399,2.2798,1.8413,21.05,,,,,,,,9956
2025-03-21,2675.3578,3914.6956,5971.9302,6405.611,23689.72,430.4835,5667.56,7.176,104.154,706.96,71.67,3156,2099.98,,,14.76,30.54,242.8119,244.7792,129.9483,240.3,271.5518,1.74,2.3112,1.8458,20.89,,,,,,,,9852
2025-03-20,2718.1862,3974.9918,6059.4859,6535.0624,24219.95,434.6194,5662.89,7.1754,103.81700000000001,708.5,71.71,3176,2121.54,,,15,31.09,242.9171,244.6549,130.0141,240.3302,271.3719,1.7396,2.3413,1.8309,20.73,,,,,,,,9910
2025-03-19,2746.9627,4010.168,6101.4369,6564.6767,24771.14,435.7143,5675.29,7.1697,103.46289999999999,707.34,70.4,3162,2123.06,,,15.28,31.28,242.1335,244.4972,129.5997,240.0846,271.1232,1.7368,2.3817,1.8708,20.58,,,,,,,,9997.5
2025-03-18,2739.7453,4007.7229,6133.3018,6611.9263,24740.57,437.9657,5614.66,7.173299999999999,103.25370000000001,700.7,70.42,3191,2136.74,,,15.26,31.52,242.021,244.4048,129.5478,240.0104,270.9773,1.7468,2.3963,1.8885,21,,,,,,,,9902
2025-03-17,2737.9227,3996.7876,6108.0176,6589.5655,24145.57,437.7656,5675.12,7.1688,103.3986,695.94,70.93,3217,2145.14,,,15.16,31.44,241.9714,244.343,129.53,239.972,270.9008,1.7568,2.4156,1.8957,20.76,,,,,,,,9864.5
2025-03-14,2740.5066,4006.5567,6099.9809,6571.1707,23959.98,436.4847,5638.94,7.1738,103.73630000000001,694.96,70.65,3267,2124.72,,,15.22,31.4,243.0809,244.3565,130.1565,240.174,270.9389,1.713,2.3978,1.8317,20.79,,,,,,,,9793
2025-03-13,2664.6173,3911.5793,5993.967,6466.8509,23462.65,433.2896,5521.52,7.1728,103.83630000000001,684.5,70.15,3256,2082.98,,,14.84,30.92,243.0439,244.2781,130.1455,240.0831,270.8395,1.7422,2.4168,1.8565,20.86,,,,,,,,9749
2025-03-12,2669.0146,3927.2315,6040.4965,6566.9679,23600.31,435.5612,5599.3,7.1696,103.5872,679.56,70.91,3226,2102.93,,,14.9,31.35,243.1647,244.1469,130.2197,239.8706,270.6252,1.7523,2.4411,1.8334,20.73,,,,,,,,9789
2025-03-11,2682.223,3941.4157,6044.9742,6551.7341,23782.14,435.2161,5572.07,7.174099999999999,103.38550000000001,677.56,69.92,3209,2112.33,,,14.95,31.37,242.6923,244.1278,129.9732,239.5765,270.5794,1.8148,2.4438,1.8853,20.73,,,,,,,,9679
2025-03-10,2668.8062,3928.8018,6013.6191,6520.9725,23783.49,436.6581,5614.56,7.173299999999999,103.92500000000001,681.5,69.14,3220,2110.25,,,14.91,31.22,243.8003,244.2804,130.5814,240.0117,270.8446,1.7648,2.395,1.8128,20.82,,,,,,,,9493
2025-03-07,2682.0161,3944.0143,6013.7747,6507.7645,24231.3,435.8502,5770.2,7.1705,103.8945,679.48,70.45,3252,2114.62,,,14.96,31.18,243.9257,244.3314,130.6761,240.0896,270.9528,1.7598,2.37,1.8002,20.81,,,,,,,,9602
2025-03-06,2683.9491,3956.2369,6047.7734,6534.9711,24369.71,435.2546,5738.52,7.1692,104.2055,680.64,69.42,3282,2155.98,,,15.01,31.31,244.9392,244.5541,131.2332,240.5458,271.3231,1.7142,2.32,1.7455,20.99,,,,,,,,9689
2025-03-05,2641.4462,3902.5706,5950.7034,6398.237,23594.21,431.1741,5842.63,7.1714,104.32180000000001,682.16,69.36,3259,2106.87,,,14.8,30.7,245.519,244.571,131.5557,240.7849,271.3506,1.6792,2.315,1.7083,20.83,,,,,,,,9594
2025-03-04,2621.2168,3885.2208,5937.6302,6357.6277,22941.77,429.5475,5778.15,7.173900000000001,105.5372,676.82,71.13,3282,2138.15,,,14.72,30.5,245.4192,244.5389,131.5107,240.8081,271.324,1.6792,2.3144,1.7079,20.71,,,,,,,,9387
2025-03-03,2628.5236,3888.4738,5885.7696,6273.6699,23006.27,427.8468,5849.72,7.174499999999999,106.5345,672.4,71.49,3296,2144.27,,,14.8,30.26,245.4351,244.4792,131.5283,240.6424,271.2294,1.6767,2.3201,1.6955,20.82,,,,,,,,9400
2025-02-28,2638.9574,3890.0487,5859.8708,6270.4186,22941.32,429.8744,5954.5,7.1738,107.5644,672.12,73.08,3328,2133.95,7,8.2,14.81,30.19,244.9529,244.411,131.2944,240.1922,271.1477,1.7249,2.3252,1.7152,20.86,50.2,4.1,4,-3.106907,1.612699,-0.7,-2.2,9361
2025-02-27,2679.0768,3968.1159,6028.9856,6499.5301,23718.29,435.6873,5861.57,7.174,107.28659999999999,677,73.42,3329,2165.52,,,15.1,31.28,244.6718,244.4612,131.1513,240.1713,271.2386,1.7405,2.3176,1.7576,21.23,,,,,,,,9413
2025-02-26,2666.6563,3959.9413,6051.7401,6524.4057,23787.93,436.8522,5956.06,7.1732,106.4987,679.42,72.31,3339,2154.89,,,15.06,31.45,245.0522,244.5541,131.366,240.4393,271.378,1.7055,2.3003,1.7251,21.4,,,,,,,,9423
2025-02-25,2643.2325,3925.6505,5979.9653,6435.4284,23034.02,433.3276,5955.25,7.1726,106.2821,685.58,72.56,3273,2108.41,,,14.94,31.01,244.8814,244.5365,131.2826,240.3285,271.3616,1.713,2.3003,1.7275,21.25,,,,,,,,9395
2025-02-24,2674.1169,3969.7169,6044.973,6464.0235,23341.61,433.2108,5983.25,7.1716999999999995,106.67009999999999,685.98,74.45,3340,2122.09,,,15.11,31.28,244.6573,244.667,131.1703,240.4039,271.5506,1.7343,2.2646,1.7625,21.33,,,,,,,,9502
2025-02-21,2682.2385,3978.444,6057.0648,6449.2279,23477.92,433.7259,6013.13,7.1696,106.6501,684.44,73.85,3361,2087.51,,,15.14,31.25,245.3211,244.8369,131.5567,240.7998,271.8118,1.6868,2.2238,1.72,21.45,,,,,,,,9515.5
2025-02-20,2648.1665,3928.8959,5957.5465,6334.4143,22576.98,431.0347,6117.52,7.1712,106.3538,690,76.62,3358,2088.55,,,14.94,30.66,245.9582,244.9925,131.9106,241.2107,272.0413,1.6518,2.1838,1.685,21.54,,,,,,,,9558
2025-02-19,2663.6032,3940.1602,5943.8823,6288.529,22944.24,430.006,6144.15,7.1705,107.1981,687.8,76.13,3315,2100.39,,,14.99,30.45,246.4171,245.0859,132.168,241.3742,272.1681,1.6153,2.1607,1.6626,21.45,,,,,,,,9442
2025-02-18,2651.1117,3912.7829,5840.7112,6142.138,22976.81,425.9744,6129.58,7.1697,107.0553,682.82,75.77,3313,2077.96,,,14.89,29.77,246.1724,245.0869,132.0446,241.2093,272.1649,1.6303,2.1622,1.7006,21.64,,,,,,,,9475
2025-02-17,2664.475,3947.3983,5948.7197,6281.5658,22616.23,428.4031,,7.1702,106.7296,677.1,75.32,3290,2136.54,,,15.01,30.36,246.5665,245.2124,132.2669,241.4746,272.3295,1.6153,2.1555,1.6934,21.76,,,,,,,,9382.5
2025-02-14,2660.8549,3939.0085,5947.796,6248.8345,22620.33,428.0635,6114.63,7.1706,106.80369999999999,688.4,74.64,3262,2120.95,,,14.98,30.18,247.1737,245.2498,132.6228,241.6318,272.3887,1.5903,2.1321,1.6546,21.78,,,,,,,,9465
2025-02-13,2641.1305,3905.1398,5898.2611,6212.4968,21814.37,427.6648,6115.07,7.171900000000001,107.0559,684.56,75.32,3265,2151.42,,,14.86,29.93,247.5439,245.3133,132.8324,241.904,272.4872,1.5551,2.114,1.6346,21.99,,,,,,,,9476
2025-02-12,2640.0458,3919.8617,5940.5299,6284.6107,21857.92,428.5004,6051.97,7.171,108.00999999999999,681.22,74.94,3292,2139.32,,,14.9,30.24,247.6219,245.2875,132.8837,242.021,272.4574,1.5351,2.113,1.6336,22.16,,,,,,,,9469
2025-02-11,2614.3218,3883.1352,5858.2805,6190.1739,21294.86,426.5862,6068.5,7.1716,107.92479999999999,685.74,76.82,3275,2074.94,,,14.76,29.78,247.5524,245.2648,132.855,242.0066,272.4264,1.5251,2.1155,1.6274,22.3,,,,,,,,9356.5
2025-02-10,2621.0404,3901.0618,5888.5509,6210.5471,21521.98,427.8392,6066.44,7.170700000000001,108.33200000000001,679.08,76.13,3331,2110.21,,,14.84,29.89,247.4662,245.2744,132.8174,242.1199,272.4544,1.5174,2.0925,1.6342,22.43,,,,,,,,9453
2025-02-08,,,,,,,,,,,,,,,,,,,,,,,1.4747,2.0693,1.6057,22.81,,,,,,,,
2025-02-07,2608.0888,3892.7028,5833.9883,6134.0545,21133.54,426.9744,6025.99,7.169900000000001,108.1001,669.9,74.69,3352,2078.91,,,14.81,29.52,247.8891,245.266,133.0736,242.3961,272.4656,1.4727,2.0654,1.6032,22.93,,,,,,,,9440
2025-02-06,2580.4257,3842.8314,5747.9012,6041.8337,20891.62,424.665,6083.57,7.1691,107.7047,668.46,74.27,3357,2032.37,,,14.62,29.03,247.866,245.1793,133.0701,242.3286,272.3457,1.4627,2.0856,1.5958,23.1,,,,,,,,9289
