指标名称,上证50指数,沪深300指数,中证500指数,中证1000指数:收盘价,恒生指数,中证转债:收盘价(前复权),标普500:收盘价(前复权),中间价:美元兑人民币,美元指数,SHFE黄金:收盘价,ICE布油:收盘价,SHFE螺纹钢:收盘价,房地产(申万):收盘价(前复权),中国:M2:同比,中国:社会融资规模存量:同比,市盈率:申万大盘指数,市盈率:申万小盘指数,中债-国债总财富(总值)指数:收盘价(前复权),中债-企业债总财富(总值)指数:收盘价(前复权),中债-国债总净价(总值)指数:收盘价(前复权),中债-国开行债券总财富(3-5年)指数:收盘价(前复权),中债-企业债总财富(3-5年)指数:收盘价(前复权),中债国开债到期收益率:3年,中债中短期票据到期收益率(AA):3年,中债国债到期收益率:10年,中国:平均批发价:猪肉,中国:制造业PMI,中国:固定资产投资完成额:累计同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:出口金额:当月同比,中国:进口金额:当月同比,中国:CPI:当月同比,中国:PPI:当月同比,期货收盘价(电子盘):LME3个月铜
频率,日,日,日,日,日,日,日,日,日,日,日,日,日,月,月,日,日,日,日,日,日,日,日,日,日,日,月,月,月,月,月,月,月,日
单位,点,点,点,点,点,元,美元,,1973年3月=100,元,美元,元,元,%,%,倍,倍,元,元,元,元,元,%,%,%,元/公斤,%,%,%,%,%,%,%,美元/吨
指标ID,M0020223,M0020209,M0062541,N2691645,G0001693,000832.CSI,SPX.GI,M0000185,M0000271,AU.SHF,B.IPE,RB.SHF,801180.SI,M0001385,M5525763,M0049385,M0049387,CBA00601.CS,CBA02001.CS,CBA00602.CS,CBA02531.CS,CBA02031.CS,M1004265,S0059717,S0059749,S5065106,M0017126,M0000273,M0001428,M0000607,M0000609,M0000612,M0001227,S0029750
来源,上海证券交易所,上海证券交易所,中证指数公司,中证指数有限公司,恒生指数有限公司,,,中国人民银行,行情,,,,,中国人民银行,中国人民银行,上海申银万国证券研究所,上海申银万国证券研究所,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,中债估值中心,中债估值中心,中债估值中心,农业农村部,国家统计局,国家统计局,国家统计局,海关总署,海关总署,国家统计局,国家统计局,LME
2026-08-12,2938.385,4690.9165,8045.3099,7793.7165,25440.17,499.1284,7728.2,6.7882,,958.54,89.3,3010,1963.491,,,,,251.7383,254.6884,130.4711,248.6959,285.0245,,,,15.85,,,,,,,,
2026-08-11,2929.9291,4663.7887,7967.5386,7698.0479,25652.82,501.4182,7728.2,6.79,99.8112,949.94,89.3,3016,1897.89,,,17.97,34.89,251.7383,254.6884,130.4711,248.6959,285.0245,1.485,1.7757,1.7161,15.73,,,,,,,,14153
2026-08-10,2967.7332,4702.0247,8030.9483,7733.8995,25937.49,504.7281,7753.11,6.7884,99.81139999999999,948.2,87.88,2997,1898.04,,,18.12,35.1,251.8338,254.6612,130.5287,248.7206,284.988,1.4825,1.7851,1.7074,15.7,,,,,,,,14120
2026-08-07,2960.4242,4694.4365,7980.1245,7679.5285,25668.03,505.7929,7757.64,6.7904,99.59960000000001,936.76,82.38,3008,1867.55,,,18.12,34.87,251.5521,254.6026,130.4051,248.6487,284.8999,1.4838,1.785,1.7114,15.8,,,,,,,,14022
2026-08-06,2920.1347,4651.3098,7829.3615,7530.4251,25530.28,505.2097,7709.96,6.7895,99.94319999999999,926.9,83.08,3014,1877.2,,,17.91,34.27,251.3723,254.5801,130.319,248.6104,284.8709,1.49,1.786,1.7143,15.8,,,,,,,,14092.5
2026-08-05,2924.0627,4658.1549,7809.2065,7493.0481,25915.82,506.4689,7723.55,6.788899999999999,99.69019999999999,910.4,79.42,2990,1865.58,,,17.93,34.19,251.3878,254.5665,130.3349,248.5778,284.8453,1.495,1.797,1.7137,15.74,,,,,,,,14148.5
2026-08-04,2878.6693,4600.9304,7607.4867,7279.1927,25852.92,502.262,7736.52,6.7917,99.8592,886.48,78.68,2983,1836.9,,,17.65,33.35,251.3911,254.5462,130.3444,248.5331,284.8129,1.495,1.7944,1.7126,15.77,,,,,,,,14043.5
2026-08-03,2887.0539,4543.1781,7414.5227,7079.7761,26009.4,497.922,7600.5,6.7898,99.9646,886.64,83.7,2976,1844.64,,,17.35,32.61,251.3026,254.5297,130.306,248.5209,284.7873,1.5025,1.794,1.7169,15.7,,,,,,,,13848
2026-07-31,2922.9673,4588.1968,7493.985,7075.5065,25884.43,499.6836,7489.72,6.7894,99.78490000000001,888.3,91.04,3004,1829.38,,,17.58,32.6,251.2254,254.4823,130.2892,248.4751,284.734,1.5025,1.8002,1.7141,15.83,49.2,,,23.9,27.5,0.5,3.5,13803
2026-07-30,2926.4751,4549.7201,7309.5753,6900.6579,25858.88,496.1796,7437.63,6.7892,99.981,881.4,87.01,3014,1811.42,,,17.41,31.83,251.0701,254.4584,130.2159,248.4149,284.7002,1.51,1.8012,1.7196,15.96,,,,,,,,13798.5
2026-07-29,2915.1879,4600.2624,7524.5075,7095.1863,25807.92,498.4313,7316.15,6.7899,100.8219,884.2,88.11,3062,1820.83,,,17.68,32.66,250.7588,254.4503,130.0611,248.3587,284.7112,1.51,1.801,1.7329,15.92,,,,,,,,13622
2026-07-28,2923.2051,4569.5235,7443.4332,7026.2761,25310.85,494.5033,7428.78,6.7928,101.4203,885.1,83.01,3060,1789.43,,,17.6,32.3,250.7874,254.4418,130.0839,248.3454,284.6891,1.51,1.8038,1.7351,15.95,,,,,,,,13644.5
2026-07-27,2950.4324,4702.4272,7720.5975,7228.7845,25207.18,500.8115,7413.18,6.791100000000001,101.5292,893.12,85.35,3078,1779.94,,,18.22,33.14,250.7833,254.4487,130.0896,248.3708,284.6972,1.5088,1.8026,1.7337,16,,,,,,,,13759.5
2026-07-24,2956.3456,4649.1917,7532.7006,6995.6931,24963.23,494.7897,7411.98,6.793900000000001,101.46470000000001,881.18,92.82,3076,1741.7,,,17.99,32.18,250.7406,254.41,130.0909,248.343,284.6571,1.5063,1.7962,1.7282,15.9,,,,,,,,13611.5
2026-07-23,2978.7704,4728.0018,7734.31,7195.4997,25210.81,498.3206,7408.3,6.7906,101.4469,899.08,94.61,3085,1791.28,,,18.28,33.18,250.6372,254.4012,130.0447,248.3907,284.6429,1.5075,1.7953,1.7325,15.92,,,,,,,,13566
2026-07-22,2991.0474,4717.2442,7751.6618,7158.7622,24892.66,497.6189,7498.96,6.7932999999999995,101.11819999999999,899.16,95.5,3083,1786.64,,,18.27,33.01,250.5439,254.3819,130.0038,248.3956,284.6123,1.4925,1.7847,1.7297,15.94,,,,,,,,13806.5
2026-07-21,2973.8131,4739.2287,7800.6085,7259.863,25132.29,499.4746,7509.2,6.7917,101.20739999999999,889.66,91.64,3095,1765.68,,,18.4,33.28,250.1138,254.353,129.7868,248.3526,284.5807,1.495,1.782,1.745,15.97,,,,,,,,13905.5
2026-07-20,2912.8533,4598.3208,7411.3134,6965.3757,25143.05,492.6267,7443.28,6.7948,100.9681,874.24,88.81,3096,1779.35,,,17.77,32.17,250.0779,254.3468,129.7758,248.3508,284.5901,1.4911,1.7843,1.7453,16.04,,,,,,,,13644.5
2026-07-17,2827.6713,4529.0953,7513.7627,7167.9959,24562.24,492.8756,7457.69,6.7934,100.7617,873.72,88.26,3112,1801.38,,,17.55,32.78,250.0914,254.3113,129.8066,248.3164,284.5409,1.4882,1.7893,1.7404,15.81,,,,,,,,13528
2026-07-16,2904.1185,4698.4344,7955.6635,7631.7622,25008.6,496.6352,7533.77,6.7909,100.7174,879.18,84.86,3115,1879.64,,,18.26,34.67,250.0005,254.2841,129.7669,248.3294,284.4965,1.4882,1.7816,1.7437,15.86,,,,,,,,13543.5
2026-07-15,2967.0699,4786.7828,8147.5786,7817.8313,24681.1,498.8741,7572.4,6.791,100.5123,880.1,85.06,3115,1857.56,,,18.65,35.37,250.0714,254.2703,129.8118,248.3433,284.4617,1.4857,1.7788,1.7406,15.83,,,,,,,,13581
2026-07-14,2955.5528,4796.502,8275.9388,7925.1232,24340.73,500.2873,7543.59,6.799,100.92710000000001,880.26,85.14,3090,1848.99,,,18.75,35.76,249.9772,254.2574,129.7704,248.2976,284.4399,1.4803,1.783,1.7402,16.05,,,,,,,,13600
2026-07-13,2913.1878,4695.383,8138.1443,7787.8529,24213.72,494.5733,7515.34,6.7972,101.305,885.94,83.32,3054,1836.7,,,18.29,35.31,249.9441,254.2476,129.761,248.3122,284.424,1.4803,1.7891,1.7442,15.95,,,,,,,,13479
2026-07-10,2955.5201,4780.7867,8503.9705,8198.3078,24175.12,500.5491,7575.39,6.7989,100.9609,897.94,75.22,3087,1891.81,,,18.66,37.05,249.9956,254.2087,129.8116,248.3074,284.3914,1.4752,1.7851,1.7398,15.67,,,,,,,,13484.5
2026-07-09,2995.7886,4876.3125,8652.787,8300.077,24030.18,503.2105,7543.64,6.8036,100.9352,898.86,75.9,3091,1856.87,,,19.14,37.3,250.0023,254.1834,129.823,248.3476,284.3456,1.4721,1.7854,1.7376,15.51,,,,,,,,13481
2026-07-08,2920.8419,4755.5338,8390.0194,8117.8607,24199.46,500.4418,7482.71,6.8077,101.07050000000001,902.76,79.48,3096,1835.52,,,18.55,36.58,249.9128,254.1599,129.7841,248.3495,284.3243,1.4696,1.7833,1.7385,15.43,,,,,,,,13255
2026-07-07,2921.887,4792.2624,8508.7885,8301.8035,23496.89,502.2414,7503.85,6.8054,101.092,903.76,75.94,3068,1830.2,,,18.72,37.46,249.7609,254.1458,129.7125,248.3543,284.2969,1.4671,1.7893,1.7406,15.45,,,,,,,,13334.5
2026-07-06,2957.9686,4841.998,8651.1339,8472.6028,23616.32,507.1223,7537.43,6.8066,100.8721,907.82,72.01,3072,1873.17,,,18.89,38.24,249.7096,254.1199,129.6936,248.3409,284.25,1.4654,1.7888,1.7379,15.24,,,,,,,,13411
2026-07-03,2931.2835,4842.1737,8745.2607,8620.7886,23350.03,506.9109,,6.8047,100.8749,911.4,71.94,3062,1856.63,,,18.92,38.86,249.4977,254.0658,129.6064,248.2203,284.1873,1.4701,1.7951,1.7463,14.68,,,,,,,,13357.5
2026-07-02,2912.2757,4812.2957,8694.1756,8625.3336,23055.03,504.6327,7483.24,6.8088,100.86519999999999,890.66,71.56,3067,1853.38,,,18.77,38.82,249.5592,254.0489,129.6465,248.1968,284.1541,1.4731,1.7978,1.741,14.57,,,,,,,,13285.5
2026-07-01,2985.2398,4958.9773,9028.9326,8876.6303,,507.0439,7483.23,6.806700000000001,101.414,869.82,71.19,3067,1881.75,,,19.47,39.74,249.5298,254.0536,129.639,248.22,284.1602,1.477,1.7842,1.7448,14.51,,,,,,,,13330.5
2026-06-30,2989.402,4979.4328,9031.3788,8809.7859,22881.02,504.2704,7499.36,6.810899999999999,101.18610000000001,881.24,73.43,3088,1835.9,8,7.4,17.8,41.86,249.8125,254.1049,129.7949,248.3923,284.2696,1.4613,1.7703,1.733,14.31,50.3,-5.7,1,27,36,1,4.1,13380
2026-06-29,2991.0809,4926.921,8821.0944,8597.8932,23026.68,497.847,7440.43,6.817500000000001,101.10270000000001,888.72,73.57,3095,1823.24,,,17.59,40.96,250.0113,254.0887,129.9068,248.358,284.2538,1.4438,1.7711,1.717,14.28,,,,,,,,13344.5
2026-06-26,2906.9438,4868.2205,8703.5652,8601.4075,22671.86,497.2017,7354.02,6.8166,101.3565,883.3,73.6,3093,1843.72,,,17.37,40.63,249.7661,254.0228,129.8023,248.1912,284.1724,1.4546,1.7753,1.7314,14.48,,,,,,,,13322
2026-06-25,2977.5696,5020.1038,8938.0113,8825.9201,23076.91,500.965,7357.49,6.820899999999999,101.4559,872,75.09,3098,1860.81,,,17.93,41.67,249.6791,253.9991,129.7647,248.1408,284.1236,1.4567,1.7801,1.7351,14.43,,,,,,,,13316
2026-06-24,2943.8958,4943.0197,8842.9378,8793.4866,23412.18,504.4484,7358.22,6.819500000000001,101.5745,896.04,73.38,3111,1880.99,,,17.67,41.4,249.4753,253.9593,129.6659,248.0183,284.0597,1.4613,1.7862,1.7454,14.5,,,,,,,,13026.5
2026-06-23,2926.8284,4919.386,8688.5923,8680.0387,23336.28,503.1535,7365.46,6.817100000000001,101.374,897.9,76.73,3112,1910.84,,,17.6,40.92,249.5046,253.9452,129.6892,247.9809,284.0381,1.4676,1.7991,1.7437,14.37,,,,,,,,13373.5
2026-06-22,3012.6526,5059.6582,8868.782,8865.676,23768.52,507.2668,7472.79,6.815,101.0039,916.92,77.81,3127,1917.77,,,18.12,41.84,249.6065,253.9521,129.7505,248.0366,284.0558,1.4656,1.7938,1.7375,14.53,,,,,,,,13671
2026-06-19,,,,,,,,,100.7528,,79.88,,,,,,,,,,,,,,,,,,,,,,,13587
2026-06-18,2928.7477,4941.5986,8673.0899,8771.0244,23924.81,507.6394,7500.58,6.813,100.8325,937.96,79,3131,1917,,,17.73,41.34,249.5481,253.891,129.7518,247.9862,283.9762,1.4597,1.7955,1.7299,14.64,,,,,,,,13655
2026-06-17,2934.466,4931.3861,8627.0862,8704.4677,24312.16,512.1285,7420.1,6.8096,100.38300000000001,942.94,78.66,3155,1927.8,,,17.7,41.16,249.4903,253.8405,129.7294,247.8822,283.899,1.4697,1.8092,1.727,14.75,,,,,,,,13835
2026-06-16,2913.9861,4884.2322,8507.9799,8646.4034,24493.95,513.6308,7511.35,6.8108,99.5171,941.72,79.34,3169,1941.53,,,17.57,40.77,249.3389,253.7898,129.6581,247.7206,283.8345,1.4749,1.8211,1.7324,14.57,,,,,,,,13816.5
2026-06-15,2938.6493,4891.7126,8406.7479,8521.233,24842.67,511.0471,7554.29,6.8088,99.6638,938.94,83.36,3187,1964.88,,,17.61,40.2,249.124,253.7685,129.5536,247.6191,283.7974,1.4867,1.8148,1.7446,14.59,,,,,,,,13796.5
2026-06-12,2890.7976,4777.3206,8106.203,8202.7991,24718.1,503.3438,7431.46,6.810899999999999,99.8037,911.62,86.8,3178,1952.51,,,17.24,38.87,249.0376,253.7286,129.5321,247.5992,283.7453,1.4817,1.8155,1.7427,14.56,,,,,,,,13713.5
2026-06-11,2845.9191,4722.4122,8035.7788,8159.4548,24249.29,498.7353,7394.3,6.815,99.6932,895,89.13,3156,1935.32,,,17.05,38.59,248.8928,253.7805,129.4642,247.6366,283.8041,1.4817,1.8017,1.7475,14.5,,,,,,,,13575
2026-06-10,2850.3691,4748.5932,8063.8637,8198.7232,24407.96,497.3402,7266.99,6.813,100.04350000000001,919.32,95,3180,1942.23,,,17.13,38.67,249.0196,253.8839,129.5385,247.7718,283.9771,1.4667,1.7776,1.7476,14.66,,,,,,,,13449
2026-06-09,2842.6936,4801.8106,8176.1785,8318.6978,24565.9,502.5588,7386.65,6.814700000000001,99.997,947.04,92.34,3156,1947.41,,,17.33,39.29,249.2406,253.9139,129.6623,247.8432,284.0097,1.4602,1.7662,1.7376,14.7,,,,,,,,13559.5
2026-06-08,2825.0133,4713.6358,7963.4529,8081.2614,24657.06,497.208,7405.73,6.8198,100.01490000000001,942.2,94.11,3157,1946.2,,,17.04,38.26,249.3855,253.9545,129.7461,247.9246,284.0701,1.4502,1.7533,1.7275,14.64,,,,,,,,13590.5
2026-06-05,2865.8661,4816.9199,8251.1407,8340.9631,24961.95,501.9999,7383.74,6.8157,100.07860000000001,974.02,92.78,3165,1996.03,,,17.39,39.52,249.5198,253.9422,129.8403,247.9825,284.0835,1.4502,1.7415,1.7207,14.73,,,,,,,,13517
2026-06-04,2891.3488,4904.7454,8356.7444,8420.0946,25253.4,503.6882,7584.31,6.8203000000000005,99.4268,977.94,95.36,3157,2009.28,,,17.73,39.73,249.6562,253.9141,129.9197,248.0014,284.0123,1.4452,1.7526,1.7081,14.73,,,,,,,,13904
2026-06-03,2920.9172,4938.8091,8362.156,8432.679,25633.21,506.2777,7553.68,6.8184,99.4733,977.08,97.39,3169,2028.13,,,17.85,39.59,249.5131,253.8769,129.8527,247.9726,283.9284,1.4527,1.7534,1.7128,14.74,,,,,,,,13785.5
2026-06-02,2920.2693,4914.5591,8321.4347,8384.7812,26038.32,508.3509,7609.78,6.818700000000001,99.2158,990.6,95.94,3180,2043.31,,,17.75,39.41,249.6263,253.8411,129.92,248.0173,283.8677,1.451,1.7658,1.7036,14.78,,,,,,,,13983.5
2026-06-01,2893.7191,4844.2556,8274.212,8345.1291,25398.18,506.336,7599.96,6.816700000000001,99.18910000000001,983.58,95.25,3177,2077.14,,,17.47,39.32,249.6224,253.7878,129.9259,248.0279,283.7749,1.446,1.7835,1.7009,14.77,,,,,,,,13879.5
2026-05-31,,,,,,,,,,,,,,8.6,7.7,,,,,,,,,,,,50,-4.1,-0.6,19.3,27.4,1.2,3.9,
2026-05-29,2921.0812,4892.1213,8359.5596,8408.7357,25182.39,503.3978,7580.06,6.8176,98.9259,989.4,91.89,3158,2069.2,,,17.67,39.64,249.3656,253.7117,129.8152,247.9461,283.6685,1.4528,1.8015,1.709,14.86,,,,,,,,13611.5
2026-05-28,2914.1896,4914.2133,8563.2218,8637.743,25006.16,508.5743,7563.63,6.824,99.00650000000002,961.18,92.4,3145,2059.13,,,17.73,40.7,249.2462,253.6548,129.7606,247.9425,283.5813,1.4528,1.806,1.7193,14.88,,,,,,,,13746.5
2026-05-27,2934.7122,4908.1714,8530.9802,8546.5142,25328.23,503.8462,7520.36,6.8291,99.2285,983.56,92.88,3144,2037.91,,,17.72,40.41,249.1184,253.5985,129.7016,247.8161,283.4896,1.4608,1.8191,1.7216,14.75,,,,,,,,13516
2026-05-26,2973.3853,4947.8493,8658.6192,8687.2528,25599.45,507.988,7519.12,6.8288,99.1464,995,96.28,3146,2089.59,,,17.87,41.13,248.9029,253.5519,129.5966,247.5988,283.4218,1.4758,1.8257,1.7405,14.86,,,,,,,,13610.5
2026-05-25,2968.697,4921.5974,8703.8901,8799.3116,,509.8738,,6.8318,98.9756,998.7,93.64,3218,2116.57,,,17.77,41.59,248.7373,253.506,129.5178,247.4643,283.3382,1.4983,1.831,1.7484,14.78,,,,,,,,
2026-05-22,2923.5248,4845.0956,8576.9402,8692.6655,25606.03,509.4235,7473.47,6.837299999999999,99.3351,993.34,104.25,3168,2101.76,,,17.46,41.2,248.6005,253.4397,129.47,247.3782,283.2433,1.506,1.8374,1.7519,14.8,,,,,,,,13635
2026-05-21,2920.9288,4783.0976,8419.8373,8510.4958,25386.52,508.4342,7445.72,6.834899999999999,99.20459999999999,992.74,104.92,3175,2085.52,,,17.25,40.42,248.6655,253.4174,129.5121,247.4411,283.2055,1.511,1.8407,1.7448,14.68,,,,,,,,13610
2026-05-20,2953.7472,4850.7,8656.3062,8808.9095,25651.12,514.6435,7432.97,6.8397,99.1296,983.92,105.16,3189,2160.28,,,17.48,41.66,248.6751,253.3837,129.5252,247.4671,283.1417,1.5072,1.8485,1.7382,14.79,,,,,,,,13654.5
2026-05-19,2954.0622,4852.8832,8627.9461,8808.6445,25797.85,516.2853,7353.61,6.8375,99.3112,999.58,110.92,3204,2176.04,,,17.49,41.65,248.6612,253.3338,129.5259,247.4199,283.0435,1.5079,1.8557,1.7345,14.7,,,,,,,,13427
2026-05-18,2934.9592,4833.5237,8554.2372,8720.2132,25675.18,508.12,7403.05,6.843500000000001,98.9803,999.8,109.69,3206,2156.46,,,17.43,41.16,248.291,253.2904,129.3395,247.3218,282.9921,1.5032,1.86,1.7585,14.77,,,,,,,,13590
2026-05-15,2957.6024,4859.5927,8536.3444,8682.6536,25962.73,508.7931,7408.5,6.841500000000001,99.2668,1004.38,109.47,3232,2182.3,,,17.53,41,248.1482,253.2218,129.2886,247.2805,282.891,1.5069,1.866,1.7658,14.8,,,,,,,,13544.5
2026-05-14,2996.573,4914.5971,8670.1574,8778.7088,26389.04,512.8001,7501.24,6.8401,98.882,1029.6,106.59,3255,2214.24,,,17.7,41.41,248.2407,253.1911,129.3452,247.2654,282.8446,1.5069,1.8613,1.7588,14.93,,,,,,,,13985
2026-05-13,3047.2456,4998.3417,8918.239,8955.4473,26388.44,520.8816,7444.25,6.843100000000001,98.478,1030.56,105.72,3257,2268.62,,,18.01,42.43,248.2935,253.1658,129.381,247.2268,282.7807,1.5079,1.8629,1.7514,14.93,,,,,,,,14083
2026-05-12,3043.5559,4948.0465,8785.9791,8821.8874,26347.91,518.7345,7400.96,6.8426,98.2839,1030.12,107.69,3255,2296.79,,,17.83,41.85,248.2169,253.1139,129.3488,247.1261,282.7281,1.5137,1.8638,1.7592,14.88,,,,,,,,14080
2026-05-11,3041.6333,4951.8366,8839.7415,8866.7792,26406.84,525.2262,7412.84,6.8467,97.94130000000001,1026.8,104.58,3286,2295.11,,,17.85,42.05,248.0899,253.0578,129.29,246.999,282.6371,1.5221,1.8746,1.7622,14.99,,,,,,,,13920
2026-05-09,,,,,,,,,,,,,,,,,,,,,,,1.5304,1.8741,1.767,14.82,,,,,,,,
2026-05-08,3003.5839,4871.9122,8694.1709,8741.1507,26393.71,523.6626,7398.93,6.8502,97.8485,1038.22,100.25,3263,2255.05,,,17.52,41.39,247.9594,253.0279,129.2455,246.9248,282.6225,1.5354,1.8663,1.7648,15.24,,,,,,,,13535.5
2026-05-07,3029.1939,4900.5098,8696.7989,8714.51,26626.28,523.754,7337.11,6.848700000000001,98.28070000000001,1040.98,103.37,3273,2225.9,,,17.64,41.21,247.9126,253.0145,129.229,246.8318,282.6026,1.5386,1.8709,1.7631,15.12,,,,,,,,13323.5
2026-05-06,3026.4434,4877.0932,8588.4399,8574.5557,26213.78,522.1662,7365.12,6.8562,98.02659999999999,1028.48,101.96,3264,2215.85,,,17.54,40.65,247.8786,253.0159,129.2191,246.7474,282.6188,1.5481,1.8715,1.7654,15.19,,,,,,,,13391.5
2026-05-05,,,,,25898.61,,7259.22,,98.4954,,110.31,,,,,,,,,,,,,,,,,,,,,,,13100.5
2026-05-04,,,,,26095.88,,7200.75,,98.4633,,114.06,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,,,,,,,7230.12,,98.2092,,109.2,,,,,,,,,,,,,,,,,,,,,,,12949.5
2026-04-30,2985.5048,4807.3069,8349.5081,8381.9465,25776.53,516.0757,7209.01,6.8628,98.0997,1016.12,110.86,3214,2173.89,8.6,7.8,17.53,40.23,248.1531,252.9832,129.4117,246.7817,282.6011,1.5406,1.8697,1.7473,15.19,50.3,-1.6,0.2,14,25.2,1.2,2.8,13019
2026-04-29,2967.5034,4810.3468,8342.4217,8343.0651,26111.84,516.4774,7135.95,6.8608,98.95320000000001,1011.88,112.49,3195,2139.29,,,17.63,39.99,248.2963,252.9624,129.495,246.8074,282.5737,1.5381,1.8664,1.7444,15.1,,,,,,,,12989
2026-04-28,2950.4212,4758.2083,8203.9614,8226.6919,25679.78,512.1872,7138.8,6.858899999999999,98.6293,1022.1,104.48,3176,2098.47,,,17.3,39.33,248.1255,252.9352,129.4133,246.6762,282.5252,1.5506,1.8602,1.7654,15.24,,,,,,,,13034.5
2026-04-27,2939.0529,4770.9469,8299.0486,8338.7263,25925.65,515.8101,7173.91,6.857900000000001,98.49,1039.42,101.97,3190,2093.56,,,16.97,39.86,248.0522,252.9146,129.3827,246.5983,282.4945,1.5581,1.8598,1.7697,15.05,,,,,,,,13226.5
2026-04-24,2945.0425,4769.3688,8247.8759,8304.1412,25978.07,514.0314,7165.08,6.8674,98.5267,1032.12,105.88,3191,2093.3,,,16.94,39.74,248.3099,252.8988,129.5424,246.6951,282.4817,1.5458,1.8611,1.7601,14.95,,,,,,,,13289
2026-04-23,2927.9307,4786.3273,8295.207,8362.7402,25915.2,515.8347,7108.4,6.865,98.8279,1040.06,106.01,3181,2103.49,,,17.02,39.76,248.5137,252.8967,129.6577,246.709,282.4744,1.5446,1.864,1.7548,14.83,,,,,,,,13310
2026-04-22,2930.5752,4799.627,8376.1808,8481.2397,26163.24,518.1007,7137.9,6.863500000000001,98.60589999999999,1051.4,101.55,3186,2116.32,,,17.02,40.08,248.7114,252.8812,129.7698,246.6954,282.4697,1.5433,1.861,1.7389,14.68,,,,,,,,13470.5
2026-04-21,2932.0721,4767.997,8270.3266,8351.156,26487.48,514.4429,7064.01,6.8594,98.3767,1051.7,99.06,3176,2107.84,,,16.88,39.61,248.4334,252.8334,129.6316,246.5929,282.4148,1.5484,1.8664,1.751,14.79,,,,,,,,13154.5
2026-04-20,2933.6534,4757.4419,8290.0224,8357.8139,26361.07,516.2771,7109.14,6.8648,98.0541,1054.96,93.8,3172,2105.62,,,16.86,39.44,248.1438,252.7965,129.4873,246.5639,282.3628,1.5537,1.8696,1.7627,14.7,,,,,,,,13245
2026-04-17,2910.8732,4728.6716,8214.1939,8307.4361,26160.33,515.7939,7126.06,6.8622,98.22890000000001,1054.02,92.42,3133,2114.07,,,16.76,39.12,248.0371,252.7292,129.4553,246.4558,282.2699,1.5482,1.8696,1.7623,14.4,,,,,,,,13349
2026-04-16,2939.7645,4736.6077,8180.0815,8232.9834,26394.26,514.6825,7041.28,6.8616,98.2035,1061.5,98.21,3133,2083.27,,,16.75,38.94,247.6784,252.7093,129.2746,246.3418,282.2499,1.5633,1.8687,1.7812,14.42,,,,,,,,13242
2026-04-15,2934.2159,4685.2464,8044.0773,8106.1646,25947.32,507.6073,7022.95,6.8582,98.0792,1058.24,94.87,3103,2070.69,,,16.59,38.45,247.7067,252.6914,129.2976,246.2115,282.2052,1.5733,1.8652,1.7809,14.41,,,,,,,,13276
2026-04-14,2924.1834,4701.2837,8088.5687,8144.7622,25872.32,507.3515,6967.38,6.859299999999999,98.09949999999999,1052.82,95.34,3094,2103.59,,,16.66,38.61,247.685,252.673,129.2943,246.1265,282.1707,1.5903,1.8653,1.7829,14.6,,,,,,,,13296
2026-04-13,2899.4701,4646.1546,7967.697,8025.5724,25660.85,502.6482,6886.24,6.8656999999999995,98.4094,1043.4,98,3100,2050.2,,,16.78,38.07,247.6191,252.6471,129.2676,246.113,282.1511,1.5908,1.8814,1.7933,14.61,,,,,,,,13123.5
2026-04-10,2899.5795,4636.5655,7969.3646,7998.232,25893.54,504.8642,6816.89,6.8654,98.6997,1048.36,94.26,3099,2030.15,,,16.73,37.7,247.3257,252.604,129.1373,246.0604,282.1092,1.5895,1.8884,1.8128,14.62,,,,,,,,12857
2026-04-09,2884.76,4566.2237,7898.6329,7921.4465,25752.4,506.3757,6824.66,6.8649,98.8157,1041.32,96.41,3096,2014.9,,,16.45,37.39,247.046,252.567,128.9981,246.0823,282.0565,1.5887,1.8992,1.8192,14.81,,,,,,,,12695.5
2026-04-08,2907.0658,4595.556,7945.1527,7955.7684,25893.02,507.3968,6782.81,6.868,99.02799999999999,1062,96.7,3114,2038.72,,,16.56,37.75,247.0699,252.5431,129.0188,246.1346,282.0275,1.577,1.9086,1.8136,15.02,,,,,,,,12705.5
2026-04-07,2830.5227,4440.6162,7571.1106,7606.0166,,492.9391,6616.85,6.8854,99.6534,1034.28,103.42,3091,1965.57,,,16,36.17,246.8607,252.4928,128.9167,246.2167,281.9243,1.5645,1.9037,1.8171,15.23,,,,,,,,12328.5
2026-04-06,,,,,,,6611.83,,99.98910000000001,,109.7,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03,2830.5967,4440.7889,7534.938,7536.5999,,491.0679,,6.892899999999999,100.19430000000001,1033,,3097,1951.94,,,16.01,35.92,246.6488,252.3912,128.8376,246.1195,281.7983,1.5595,1.9141,1.8199,15.15,,,,,,,,
2026-04-02,2853.4529,4478.9141,7605.2932,7623.4168,25116.53,490.3577,6582.69,6.888,100.00999999999999,1023.78,109.24,3106,1996.84,,,16.15,36.27,246.5736,252.323,128.8061,245.9859,281.6897,1.5715,1.9276,1.8209,15.44,,,,,,,,12359.5
2026-04-01,2878.7943,4526.0668,7750.0924,7764.1525,25294.03,495.4876,6575.32,6.902499999999999,99.55390000000001,1053.18,100.24,3120,2042.75,,,16.38,36.98,246.6439,252.2812,128.8513,245.9883,281.6323,1.5803,1.9309,1.8244,15.33,,,,,,,,12472.5
