date,增长因子,通胀因子,利率因子,信用因子,汇率因子,地缘因子,流动性因子
2001-02-15,,,,,1.030018,,
2001-02-16,,,,,-0.833851,,
2001-02-19,,,,,-0.303331,,
2001-02-20,,,,,0.800932,,
2001-02-21,,,,,0.265560,,
2001-02-22,,,,,0.194289,,
2001-02-23,,,,,-1.162543,,
2001-02-26,,,,,0.658364,,
2001-02-27,,,,,-0.382037,,
2001-02-28,,,,,-0.294178,,
2001-03-01,,,,,-0.653863,,
2001-03-02,,,,,-0.098900,,
2001-03-05,,,,,0.332274,,
2001-03-06,,,,,-0.305293,,
2001-03-07,,,,,0.564952,,
2001-03-08,,,,,-0.304500,,
2001-03-09,,,,,-0.044854,,
2001-03-12,,,,,0.510182,,
2001-03-13,,,,,0.977263,,
2001-03-14,,,,,0.520257,,
2001-03-15,,,,,0.884382,,
2001-03-16,,,,,0.530368,,
2001-03-19,,,,,-0.104115,,
2001-03-20,,,,,-0.950682,,
2001-03-21,,,,,1.236732,,
2001-03-22,,,,,0.664286,,
2001-03-23,,,,,-0.310025,,
2001-03-26,,,,,-0.631629,,
2001-03-27,,,,,0.190774,,
2001-03-28,,,,,0.501213,,
2001-03-29,,,,,0.507285,,
2001-03-30,,,,,0.658211,,
2001-04-02,,,,,-0.025569,,
2001-04-03,,,,,-1.468026,,
2001-04-04,,,,,-0.476786,,
2001-04-05,,,,,0.338321,,
2001-04-06,,,,,-0.625492,,
2001-04-09,,,,,0.400069,,
2001-04-10,,,,,0.700602,,
2001-04-11,,,,,0.094766,,
2001-04-12,,,,,-0.509343,,
2001-04-16,,,,,0.552391,,
2001-04-17,,,,,0.240715,,
2001-04-18,,,,,-0.283763,,
2001-04-19,,,,,-0.960423,,
2001-04-20,,,,,-0.610447,,
2001-04-23,,,,,0.392857,,
2001-04-24,,,,,0.373962,,
2001-04-25,,,,,-0.191150,,
2001-04-26,,,,,-0.453282,,
2001-04-27,,,,,1.008357,,
2001-04-30,,,,,0.198726,,
2001-05-01,,,,,-0.475878,,
2001-05-02,,,,,-0.121495,,
2001-05-03,,,,,0.190850,,
2001-05-04,,,,,-0.390776,,
2001-05-07,,,,,0.338763,,
2001-05-08,,,,,0.656875,,
2001-05-09,,,,,-0.025847,,
2001-05-10,,,,,0.275364,,
2001-05-11,,,,,0.403065,,
2001-05-14,,,,,0.256435,,
2001-05-15,,,,,-0.299233,,
2001-05-16,,,,,-0.558111,,
2001-05-17,,,,,-0.017219,,
2001-05-18,,,,,0.249431,,
2001-05-21,,,,,0.094443,,
2001-05-22,,,,,0.999116,,
2001-05-23,,,,,0.508518,,
2001-05-24,,,,,0.059159,,
2001-05-25,,,,,-0.152195,,
2001-05-29,,,,,0.033842,,
2001-05-30,,,,,0.000000,,
2001-05-31,,,,,0.716425,,
2001-06-01,,,,,-0.151287,,
2001-06-04,,,,,0.252019,,
2001-06-05,,,,,-0.411960,,
2001-06-06,,,,,0.554487,,
2001-06-07,,,,,-0.226467,,
